p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	pct.ratio
4.16439908914264e-05	2.36480066866069	0.119	0.031	1	rhombomere 7	rims2a	3.75
4.22605879766511e-05	1.48716179051742	0.239	0.093	1	rhombomere 7	hpca	2.5531914893617
4.4757596970553e-05	2.28738042830522	0.075	0.014	1	rhombomere 7	srxn1	5.06666666666667
4.65230859002533e-05	1.83755061937107	0.164	0.053	1	rhombomere 7	osbpl6	3.05555555555556
5.44139120756915e-05	2.91117613904596	0.06	0.01	1	rhombomere 7	lrrc4ba	5.54545454545455
5.46290090131274e-05	1.84920108351747	0.164	0.053	1	rhombomere 7	chrm4a	3.05555555555556
5.52395317943293e-05	2.19047625818216	0.06	0.01	1	rhombomere 7	hoxa10b	5.54545454545455
5.58204661197136e-05	1.92650122395568	0.179	0.061	1	rhombomere 7	sema6bb	2.90322580645161
5.7666127744028e-05	0.841210816940747	0.433	0.222	1	rhombomere 7	auts2b	1.94618834080717
5.80670738534254e-05	2.61407121204119	0.06	0.01	1	rhombomere 7	sobpa	5.54545454545455
6.30905330672692e-05	1.63924604076728	0.164	0.053	1	rhombomere 7	nedd1	3.05555555555556
6.31585478488145e-05	1.01514990464149	0.478	0.278	1	rhombomere 7	eme1	1.7168458781362
6.5579826074888e-05	0.968371894086594	0.313	0.138	1	rhombomere 7	CR318653.1	2.2589928057554
6.78998060672609e-05	-2.72543474240677	0.045	0.26	1	rhombomere 7	cxxc5a	0.176245210727969
7.05326749053389e-05	-7.20482422284558	0	0.194	1	rhombomere 7	sema3fa	0.00512820512820513
7.44262289706435e-05	0.898370234112343	0.448	0.246	1	rhombomere 7	qki2	1.81781376518219
7.50657728276142e-05	-1.237307483826	0.299	0.524	1	rhombomere 7	tmem131l	0.571428571428571
7.94446232777275e-05	2.698271122723	0.075	0.015	1	rhombomere 7	CR974461.1	4.75
8.17601512902347e-05	-0.791387364119405	0.567	0.726	1	rhombomere 7	id1	0.781292984869326
8.31606505713669e-05	1.10143581491412	0.537	0.33	1	rhombomere 7	nectin3b	1.62537764350453
8.77708078625434e-05	2.63040499726793	0.06	0.01	1	rhombomere 7	sfrp2	5.54545454545455
9.087307453418e-05	2.01067150541159	0.09	0.02	1	rhombomere 7	zbtb7a	4.33333333333333
9.3756510231927e-05	-1.10505135923802	0.254	0.493	1	rhombomere 7	bach2b	0.516194331983806
9.75819711400755e-05	1.08746150027552	0.328	0.158	1	rhombomere 7	ece2b	2.06918238993711
0.000100760233465174	1.17099849471037	0.194	0.069	1	rhombomere 7	nlk2	2.78571428571429
0.00010264127573997	-6.4831417302305	0	0.186	1	rhombomere 7	otx1	0.0053475935828877
0.000110922643871608	-6.16826311021648	0	0.185	1	rhombomere 7	dhx32b	0.00537634408602151
0.000120535040227868	3.10840256027703	0.075	0.016	1	rhombomere 7	nrp1b	4.47058823529412
0.000120779017502873	-7.76935543073168	0	0.183	1	rhombomere 7	pax2a	0.00543478260869565
0.000121715952458663	-6.88983006124862	0	0.183	1	rhombomere 7	nr2e1	0.00543478260869565
0.000122666099395525	2.89700615292542	0.06	0.011	1	rhombomere 7	si:ch211-229b6.1	5.08333333333333
0.000123131674384028	0.523909494123731	0.866	0.713	1	rhombomere 7	cd81a	1.21428571428571
0.000129030394061958	1.82865984134539	0.134	0.04	1	rhombomere 7	neurog1	3.29268292682927
0.000136763625994381	1.04212162011153	0.343	0.167	1	rhombomere 7	phgdh	2.04761904761905
0.000137699021030644	-6.33558249406018	0	0.18	1	rhombomere 7	si:ch73-364h19.1	0.00552486187845304
0.000138193490066201	2.10863585656522	0.134	0.042	1	rhombomere 7	mapkbp1	3.13953488372093
0.000138512118854999	1.23002552040477	0.134	0.04	1	rhombomere 7	CACNA2D1	3.29268292682927
0.000147145994335091	1.48791243065611	0.209	0.082	1	rhombomere 7	crabp2a	2.53012048192771
0.000147679247240806	0.864220683712732	0.343	0.161	1	rhombomere 7	ophn1	2.12345679012346
0.000152859765268263	0.853125082652773	0.552	0.353	1	rhombomere 7	cspg5a	1.56214689265537
0.000153380467149038	0.773906065914476	0.657	0.437	1	rhombomere 7	dennd5b	1.50228310502283
0.000156417853882527	0.990905228179367	0.343	0.173	1	rhombomere 7	hmga2	1.97701149425287
0.000162907047763643	-3.04511088993249	0.06	0.261	1	rhombomere 7	pcdh7b	0.232824427480916
0.000163168276560621	2.36968308196465	0.06	0.011	1	rhombomere 7	znf1091.1	5.08333333333333
0.000165364843904445	1.15253031852819	0.373	0.194	1	rhombomere 7	peli2	1.91794871794872
0.000167824926760762	0.884802873105432	0.194	0.072	1	rhombomere 7	si:ch211-216b21.2	2.67123287671233
0.000195793702520036	1.77358328521077	0.134	0.043	1	rhombomere 7	BX324164.5	3.06818181818182
0.000210474891493986	0.679190941154817	0.791	0.603	1	rhombomere 7	arvcfb	1.3112582781457
0.000216970666503092	1.83261963932875	0.134	0.043	1	rhombomere 7	si:ch211-227e10.1	3.06818181818182
0.000220786512773579	2.29254134691701	0.075	0.016	1	rhombomere 7	pygo1	4.47058823529412
0.000223166677950847	1.62787887976472	0.194	0.075	1	rhombomere 7	irx3b	2.56578947368421
0.000225489056601648	1.86938189765921	0.134	0.042	1	rhombomere 7	CABZ01092982.2	3.13953488372093
0.000242006602891687	-1.23542836777022	0.104	0.332	1	rhombomere 7	fnbp1l	0.315315315315315
0.000245319764389478	-0.653469006673746	0.746	0.82	1	rhombomere 7	rpl3	0.909866017052375
0.00024800834096591	-2.09356038836554	0.09	0.285	1	rhombomere 7	rbm4.1	0.318181818181818
0.000253163952566854	1.08675197340715	0.194	0.073	1	rhombomere 7	iqca1	2.63513513513514
0.000266587068623246	-3.30797026980826	0.045	0.228	1	rhombomere 7	mab21l2	0.200873362445415
0.000269524557530602	0.892998246682843	0.448	0.259	1	rhombomere 7	plekhg4	1.72692307692308
0.000269665491522069	-1.81648261796163	0.119	0.325	1	rhombomere 7	marcksl1a	0.368098159509202
0.000273833004361002	2.11972660836158	0.09	0.022	1	rhombomere 7	si:dkey-177p2.18	3.95652173913043
0.000281224717368623	2.30130845818765	0.06	0.011	1	rhombomere 7	TCF4	5.08333333333333
0.00028352673496241	-3.47740866424141	0.06	0.243	1	rhombomere 7	pdzrn3b	0.25
0.0002936712596289	0.928898322719403	0.552	0.353	1	rhombomere 7	ash1l	1.56214689265537
0.000296495550230929	1.59451809681729	0.164	0.06	1	rhombomere 7	BX664603.1	2.70491803278689
0.000307378844619548	2.44574569193922	0.06	0.012	1	rhombomere 7	armc4	4.69230769230769
0.000312744862110644	-6.41006347706892	0	0.164	1	rhombomere 7	sdk2b	0.00606060606060606
0.000325681584288151	0.419417644595549	0.746	0.521	1	rhombomere 7	notch1a	1.43103448275862
0.000332425594633423	1.66588626091505	0.179	0.069	1	rhombomere 7	rims1b	2.57142857142857
0.000339936274553257	2.43241558442859	0.09	0.023	1	rhombomere 7	lrrc4.1	3.79166666666667
0.000361503486894797	1.1697739539438	0.209	0.084	1	rhombomere 7	kpna5	2.47058823529412
0.000361815711593531	0.714729911544965	0.627	0.411	1	rhombomere 7	vangl2	1.52427184466019
0.000379206807870851	0.897599972817355	0.313	0.149	1	rhombomere 7	hapln1a	2.09333333333333
0.000380052728657037	2.59441283919734	0.06	0.012	1	rhombomere 7	her13	4.69230769230769
0.000388966802723614	1.27000662055141	0.254	0.116	1	rhombomere 7	dhrs11a	2.17948717948718
0.00039147945470114	-1.34034741354566	0.209	0.411	1	rhombomere 7	slc38a5b	0.509708737864078
0.000403130338192984	-4.65876228239332	0.015	0.18	1	rhombomere 7	BX649529.1	0.0883977900552486
0.000415244208464699	0.909931683013562	0.194	0.074	1	rhombomere 7	her4.2	2.6
0.000419172229477016	-1.93427145855779	0.104	0.299	1	rhombomere 7	efnb3a	0.35
0.000420715699506778	2.02622343630785	0.075	0.017	1	rhombomere 7	ppp2r3a	4.22222222222222
0.000421730388092583	0.741614683397628	0.582	0.385	1	rhombomere 7	phip	1.51036269430052
0.000430625494233693	1.61480341701997	0.149	0.052	1	rhombomere 7	lat	2.83018867924528
0.000440220144005241	1.95800326365297	0.09	0.023	1	rhombomere 7	hey2	3.79166666666667
0.000447395181691949	1.1381812826546	0.299	0.151	1	rhombomere 7	CABZ01070258.1	1.97368421052632
0.000448766671060379	2.36107289903523	0.06	0.012	1	rhombomere 7	thbs3b	4.69230769230769
0.00046238179565352	1.88857155682545	0.09	0.023	1	rhombomere 7	lrrc20	3.79166666666667
0.000464449189882642	1.20445789270357	0.284	0.14	1	rhombomere 7	tpm4a	2.02127659574468
0.000466224508988895	1.12801132748259	0.239	0.106	1	rhombomere 7	zgc:153665	2.24299065420561
0.00046684928875879	0.750430631383399	0.537	0.346	1	rhombomere 7	tfdp2	1.55043227665706
0.000475762038341188	0.584233248591641	0.582	0.371	1	rhombomere 7	sb:cb81	1.56720430107527
0.000504790740407315	-3.71857522233769	0.045	0.216	1	rhombomere 7	sfrp5	0.211981566820276
0.000517687928018086	1.59459587977666	0.134	0.045	1	rhombomere 7	npr1a	2.93478260869565
0.000528958579229383	1.70321065227963	0.119	0.038	1	rhombomere 7	si:dkey-3d4.3	3.07692307692308
0.00056101217389617	0.942418038487649	0.418	0.252	1	rhombomere 7	dcbld2	1.65612648221344
0.000574262909619419	1.46062725593129	0.119	0.037	1	rhombomere 7	prdm5	3.15789473684211
0.000590717722753316	1.60655551622582	0.134	0.046	1	rhombomere 7	kcnn1a	2.87234042553191
0.000593516512144516	1.2426260530541	0.224	0.098	1	rhombomere 7	epb41l4a	2.27272727272727
0.000600479786990092	-0.989068577316075	0.328	0.535	1	rhombomere 7	nat8l	0.613805970149254
0.000609066981227099	-1.62271297535559	0.194	0.366	1	rhombomere 7	rbm28	0.53133514986376
0.000619091036300862	-3.52548318549776	0.015	0.176	1	rhombomere 7	ENSDARG00000101869	0.0903954802259887
0.000623766103338161	1.6932863397526	0.09	0.024	1	rhombomere 7	abl1	3.64
0.000632822229678843	2.49192638842749	0.06	0.012	1	rhombomere 7	fbxo33	4.69230769230769
0.000637192646047626	2.20554433820573	0.09	0.025	1	rhombomere 7	CR759841.1	3.5
0.000667750635364052	-2.60859580124033	0.119	0.286	1	rhombomere 7	smad1	0.418118466898955
0.000669097796692293	-1.78641903941941	0.119	0.299	1	rhombomere 7	trnau1apb	0.4
0.000687476740003371	-4.09663000893675	0.015	0.169	1	rhombomere 7	pprc1	0.0941176470588235
0.000700382957414568	2.34970187710534	0.06	0.013	1	rhombomere 7	borcs7	4.35714285714286
0.000715346071555384	-2.58115225844715	0.06	0.232	1	rhombomere 7	ppargc1b	0.261802575107296
0.000718078904955603	0.492430118382534	0.687	0.478	1	rhombomere 7	map7d1a	1.43632567849687
0.000729423289105385	1.58223650095614	0.149	0.055	1	rhombomere 7	fcho1	2.67857142857143
0.000743646667875582	-3.44677996715988	0.015	0.172	1	rhombomere 7	dchs1a	0.092485549132948
0.000800913442859139	0.917677871472005	0.478	0.33	1	rhombomere 7	PHF21B	1.44712990936556
0.000815839228424136	2.0514928125611	0.075	0.018	1	rhombomere 7	si:dkey-261p22.1	4
0.000886089766299202	-3.35629233609776	0.03	0.187	1	rhombomere 7	dclk2a	0.164893617021277
0.000936831729832195	-2.25764016165023	0.045	0.213	1	rhombomere 7	BX908388.3	0.214953271028037
0.000953558326691918	-2.90632605076377	0.06	0.224	1	rhombomere 7	pcbp4	0.271111111111111
0.0009559169939271	2.05636602851378	0.06	0.013	1	rhombomere 7	tfeb	4.35714285714286
0.000961405564823377	0.976834947219521	0.388	0.226	1	rhombomere 7	gli1	1.7136563876652
0.000972805828447039	2.27500926274272	0.06	0.013	1	rhombomere 7	abcg2d	4.35714285714286
0.0010157275579756	-5.04593967090651	0.015	0.162	1	rhombomere 7	ntn1b	0.098159509202454
0.00102206544880194	1.69238024717108	0.119	0.04	1	rhombomere 7	c4b	2.92682926829268
0.0010560585226331	-1.67492290738576	0.104	0.29	1	rhombomere 7	pag1	0.360824742268041
0.00106594031445452	0.916512706632399	0.373	0.213	1	rhombomere 7	cbfa2t2	1.74766355140187
0.00109393776528259	-0.878369430767412	0.537	0.653	1	rhombomere 7	sipa1l2	0.82262996941896
0.00109790414691949	1.02155315072204	0.284	0.145	1	rhombomere 7	prtga	1.95205479452055
0.00109791310750792	0.98431808066561	0.254	0.123	1	rhombomere 7	sall4	2.05645161290323
0.00114939105348367	1.20245559352208	0.194	0.083	1	rhombomere 7	snx33	2.32142857142857
0.00116874366249411	-1.68899185013447	0.09	0.261	1	rhombomere 7	sema6e	0.347328244274809
0.00118505068211422	1.64259360327027	0.149	0.058	1	rhombomere 7	babam1	2.54237288135593
0.00120240192061269	1.00070017508118	0.642	0.511	1	rhombomere 7	gab1	1.255859375
0.00122417821874528	0.828715419189822	0.448	0.295	1	rhombomere 7	skib	1.51689189189189
0.00122649934913393	1.55332006735398	0.104	0.033	1	rhombomere 7	znhit2	3.08823529411765
0.00125038230714972	0.623943834149033	0.418	0.246	1	rhombomere 7	neo1b	1.69635627530364
0.001250761647335	-2.48264927889443	0.03	0.187	1	rhombomere 7	s1pr2	0.164893617021277
0.00125313072386372	1.6367364453492	0.104	0.033	1	rhombomere 7	slc8a1b	3.08823529411765
0.00127138910706575	-0.607346530535437	0.642	0.8	1	rhombomere 7	tox	0.802746566791511
0.00129981320904429	2.25712833254614	0.06	0.013	1	rhombomere 7	PLCB1	4.35714285714286
0.00131762334077111	1.8184957165032	0.134	0.05	1	rhombomere 7	nitr3b	2.64705882352941
0.00133069501219269	1.07770680055795	0.254	0.124	1	rhombomere 7	szrd1	2.04
0.00134040837103483	1.20531191930663	0.149	0.057	1	rhombomere 7	GRB14	2.58620689655172
0.00134520166380881	1.78869532058391	0.09	0.026	1	rhombomere 7	C5H2orf68	3.37037037037037
0.00141862792637246	2.29119718666105	0.06	0.014	1	rhombomere 7	CU915775.1	4.06666666666667
0.00143390275838292	-5.93877241474129	0	0.133	1	rhombomere 7	rorab	0.00746268656716418
0.00143401189835603	-3.42649296428696	0.045	0.192	1	rhombomere 7	col15a1b	0.238341968911917
0.00144327836245966	-0.591207810361261	0.746	0.809	1	rhombomere 7	hsp90ab1	0.922222222222222
0.00145752875464683	-0.879957378114982	0.224	0.436	1	rhombomere 7	tnrc18	0.51487414187643
0.00150136124050038	0.583801252868322	0.672	0.51	1	rhombomere 7	plxnb1b	1.31702544031311
0.00156913175938055	1.71370175954159	0.119	0.041	1	rhombomere 7	fbxl4	2.85714285714286
0.00158473107848214	-5.45218250905071	0	0.131	1	rhombomere 7	si:ch1073-170o4.1	0.00757575757575758
0.0015956042938944	-0.833619891947367	0.224	0.427	1	rhombomere 7	kpnb3	0.525700934579439
0.00159607502199205	-6.43743285300378	0	0.13	1	rhombomere 7	ephb6	0.00763358778625954
0.00161197768162113	2.12763355995843	0.06	0.014	1	rhombomere 7	erc1a	4.06666666666667
0.00163378059686183	1.05854137542013	0.343	0.192	1	rhombomere 7	itga6a	1.78238341968912
0.00166038458872028	-2.72866187444658	0.03	0.178	1	rhombomere 7	igdcc3	0.173184357541899
0.00168419684217611	1.1438913779353	0.224	0.107	1	rhombomere 7	sox21a	2.08333333333333
0.00168861004501173	2.0695377931812	0.075	0.02	1	rhombomere 7	alkbh5	3.61904761904762
0.00169277723666618	-0.41638577069418	0.866	0.931	1	rhombomere 7	eef1a1l1	0.930257510729614
0.00173850529773729	-6.48370852093745	0	0.129	1	rhombomere 7	bcl11ab	0.00769230769230769
0.00175321845451223	-1.82454858474878	0.09	0.254	1	rhombomere 7	zeb1a	0.356862745098039
0.00177173897313916	-1.80600184296824	0.104	0.269	1	rhombomere 7	large2	0.388888888888889
0.00182839181115423	0.514898681004508	0.716	0.55	1	rhombomere 7	tjp1b	1.30127041742287
0.00183823322017221	0.741124991895375	0.537	0.381	1	rhombomere 7	hnrpkl	1.40837696335079
0.00184859078406619	-1.55258046036235	0.194	0.356	1	rhombomere 7	scube3	0.546218487394958
0.00189324780867745	-5.78943396589933	0	0.127	1	rhombomere 7	mab21l1	0.0078125
0.00191124816738079	-3.37373151213423	0.015	0.152	1	rhombomere 7	epha4l	0.104575163398693
0.00192340180106889	1.65960087342481	0.134	0.05	1	rhombomere 7	si:ch211-91p5.3	2.64705882352941
0.00193711616690008	1.58173756377827	0.075	0.02	1	rhombomere 7	irx5b	3.61904761904762
0.0019412321032086	1.73160477663588	0.09	0.027	1	rhombomere 7	cplx2	3.25
0.00194182473515331	-1.11654553243889	0.209	0.397	1	rhombomere 7	sox11a	0.527638190954774
0.00194479102896852	1.89482641023764	0.09	0.027	1	rhombomere 7	CU856539.2	3.25
0.00201606547260198	1.06042076304772	0.403	0.247	1	rhombomere 7	agap3	1.62903225806452
0.00203031643370286	-0.799465761876121	0.418	0.579	1	rhombomere 7	nop56	0.722413793103448
0.00204702519340773	1.29638425663152	0.149	0.059	1	rhombomere 7	hist1h2a5	2.5
0.00207344748035311	0.636204158989409	0.418	0.253	1	rhombomere 7	tjp1a	1.6496062992126
0.00209881673295878	1.70053447014581	0.09	0.027	1	rhombomere 7	ddhd1b	3.25
0.00209882427654333	-1.25340207875458	0.119	0.292	1	rhombomere 7	ppp2cb	0.409556313993174
0.00210070048038967	1.85596089284361	0.075	0.02	1	rhombomere 7	CR792439.1	3.61904761904762
0.00213058048265356	2.63283154505014	0.06	0.015	1	rhombomere 7	birc6-as2	3.8125
0.00213557527564808	-5.90115229065474	0	0.124	1	rhombomere 7	dachd	0.008
0.00214842369192451	2.09359488716359	0.119	0.044	1	rhombomere 7	pxdn	2.66666666666667
0.00215948539054662	0.760032447922994	0.493	0.344	1	rhombomere 7	sh3rf1	1.43188405797101
0.0021864989463966	2.28522673768653	0.06	0.014	1	rhombomere 7	adgra1a	4.06666666666667
0.00220275537309019	-1.75871046171588	0.224	0.37	1	rhombomere 7	efna5a	0.606469002695418
0.00220343043606546	0.658615119460395	0.463	0.296	1	rhombomere 7	pou3f3b	1.56228956228956
0.00224087501376566	1.11422036836728	0.209	0.098	1	rhombomere 7	hist1h2a11.1	2.12121212121212
0.00225438041703692	0.773785395203967	0.358	0.204	1	rhombomere 7	mgst3b	1.75121951219512
0.00225816674993462	0.808620085004359	0.358	0.203	1	rhombomere 7	celsr2.1	1.75980392156863
0.00226608578253464	0.707096666748662	0.403	0.247	1	rhombomere 7	abi1a	1.62903225806452
0.00227236832037467	1.34649227645167	0.134	0.051	1	rhombomere 7	tcf20	2.59615384615385
0.00228777405553047	-2.83588644612723	0.03	0.169	1	rhombomere 7	zgc:92242	0.182352941176471
0.00230093495932439	1.87884865986985	0.119	0.045	1	rhombomere 7	myo6b	2.60869565217391
0.00230816212247513	-6.32871308364956	0	0.123	1	rhombomere 7	rorb	0.00806451612903226
0.00232231668419478	1.57342627593504	0.09	0.027	1	rhombomere 7	ogna	3.25
0.00232711673581674	1.78381191961999	0.075	0.021	1	rhombomere 7	zgc:113162	3.45454545454545
0.0023383562652497	-2.02942699030088	0.06	0.212	1	rhombomere 7	sema4bb	0.286384976525822
0.00234458229941029	-0.910427665745616	0.448	0.567	1	rhombomere 7	llgl1	0.790492957746479
0.0023633559256381	-3.74546936830633	0.015	0.147	1	rhombomere 7	stra6	0.108108108108108
0.00240228095103672	0.96302057755995	0.209	0.095	1	rhombomere 7	laptm4b	2.1875
0.00243004457333188	-4.09820826931001	0.015	0.145	1	rhombomere 7	BRSK2	0.10958904109589
0.00243408514123295	1.79490449974672	0.075	0.021	1	rhombomere 7	angptl1a	3.45454545454545
0.00244172571034553	-2.61946337940416	0.03	0.169	1	rhombomere 7	inavab	0.182352941176471
0.00244846637820016	2.35877419446806	0.075	0.021	1	rhombomere 7	e2f5	3.45454545454545
0.00246955250153051	2.29679638305042	0.075	0.021	1	rhombomere 7	nxph2b	3.45454545454545
0.00252058433121449	1.27205798910858	0.194	0.09	1	rhombomere 7	exoc7	2.14285714285714
0.00254528416848656	0.814572140802259	0.373	0.212	1	rhombomere 7	si:dkey-119f1.1	1.75586854460094
0.00257712019226468	-4.6762993518437	0.015	0.143	1	rhombomere 7	pax2b	0.111111111111111
0.00259767686629429	1.82923528409795	0.06	0.015	1	rhombomere 7	ttc23	3.8125
0.00260629488059337	2.17845698085852	0.06	0.015	1	rhombomere 7	dipk1b	3.8125
0.00261475012246987	-3.75566833812366	0.015	0.145	1	rhombomere 7	smoc2	0.10958904109589
0.00261908630338523	1.22279318457389	0.179	0.08	1	rhombomere 7	gpr146	2.22222222222222
0.00262773355361798	1.69973590893304	0.09	0.028	1	rhombomere 7	gramd1ba	3.13793103448276
0.00265782192580123	1.01122503391261	0.299	0.172	1	rhombomere 7	PLXNA1	1.73410404624277
0.00272441488276275	-2.78453238263322	0.03	0.166	1	rhombomere 7	nhsl2	0.18562874251497
0.00274713715174182	1.41881716995057	0.119	0.043	1	rhombomere 7	ACADSB	2.72727272727273
0.0027556583358758	0.70712523574176	0.493	0.336	1	rhombomere 7	spag9a	1.46587537091988
0.0027601992172125	-3.44608228841643	0.015	0.143	1	rhombomere 7	podxl	0.111111111111111
0.00277498600717744	-2.60381388069204	0.045	0.18	1	rhombomere 7	kdelr2b	0.25414364640884
0.00278440224555938	1.21614713453267	0.149	0.06	1	rhombomere 7	caly	2.45901639344262
0.00278760786758519	-2.60580318721315	0.045	0.186	1	rhombomere 7	gas7a	0.245989304812834
0.00280612035024215	1.00858907504327	0.328	0.186	1	rhombomere 7	cenpp	1.75935828877005
0.00284333006042313	-3.16983491933364	0.03	0.164	1	rhombomere 7	en2b	0.187878787878788
0.00284393051501222	1.54820524035785	0.134	0.053	1	rhombomere 7	cd7al	2.5
0.00284867115720212	-0.817751228778643	0.343	0.508	1	rhombomere 7	acsl2	0.675834970530452
0.00285368072363867	1.4250414388447	0.09	0.028	1	rhombomere 7	mmp14a	3.13793103448276
0.00286860248078877	-1.34073253516436	0.134	0.304	1	rhombomere 7	npm1a	0.442622950819672
0.00288239023520838	0.429616198203931	0.836	0.742	1	rhombomere 7	pbx4	1.12651413189771
0.00289909366981178	-1.09490065720229	0.224	0.398	1	rhombomere 7	ripor1	0.56390977443609
0.00296861855260582	-1.65880921015364	0.075	0.229	1	rhombomere 7	dnajc7	0.330434782608696
0.00298240713195839	0.765216451561098	0.627	0.434	1	rhombomere 7	pik3c2b	1.44367816091954
0.00299879440599843	1.18378856055592	0.119	0.044	1	rhombomere 7	itga9	2.66666666666667
0.00305877417057702	1.04465620961379	0.254	0.129	1	rhombomere 7	mertka	1.96153846153846
0.003077742309347	1.46377367233654	0.104	0.036	1	rhombomere 7	ssh1a	2.83783783783784
0.00310078828435767	-5.77094048225457	0	0.116	1	rhombomere 7	otx2b	0.00854700854700855
0.00312256963667647	-5.24085684317141	0	0.116	1	rhombomere 7	zbtb8os	0.00854700854700855
0.00315935702207887	1.46646168645994	0.104	0.036	1	rhombomere 7	irx4b	2.83783783783784
0.003205306959492	2.29697063701198	0.09	0.029	1	rhombomere 7	zgc:153431	3.03333333333333
0.00324196612075381	-5.40521055000196	0.015	0.137	1	rhombomere 7	vax2	0.115942028985507
0.00328992748591334	1.91276516352819	0.104	0.037	1	rhombomere 7	rxrgb	2.76315789473684
0.00332001247637681	-3.67257785579096	0.045	0.177	1	rhombomere 7	cdh6	0.258426966292135
0.00334873802885132	-5.90050000171869	0	0.114	1	rhombomere 7	tbx2b	0.00869565217391304
0.00336505737210609	-0.52872219049858	0.537	0.714	1	rhombomere 7	eef2b	0.752447552447553
0.00336861701092581	0.52707054695321	0.478	0.314	1	rhombomere 7	nup210	1.52063492063492
0.00337378599772563	1.3823209588401	0.134	0.053	1	rhombomere 7	si:ch73-109d9.3	2.5
0.00338055628190124	1.01639517363406	0.254	0.133	1	rhombomere 7	lrch2	1.90298507462687
0.00343176982287264	1.73860107252729	0.104	0.037	1	rhombomere 7	pdcd6	2.76315789473684
0.00345867318819459	1.0045450778168	0.254	0.132	1	rhombomere 7	cdc40	1.91729323308271
0.00352428631756647	-1.8807608236716	0.045	0.187	1	rhombomere 7	slit2	0.24468085106383
0.00356966599808623	-4.60537519938982	0.015	0.135	1	rhombomere 7	znf385a	0.117647058823529
0.00357471067680523	1.76985845852006	0.075	0.022	1	rhombomere 7	si:ch73-382f3.1	3.30434782608696
0.00358885097514662	-1.5134338243859	0.104	0.258	1	rhombomere 7	rapgef1b	0.405405405405405
0.0036159499803452	-6.65445924614764	0	0.113	1	rhombomere 7	sema3fb	0.0087719298245614
0.00364531720833905	0.810953643704084	0.373	0.237	1	rhombomere 7	osbpl10b	1.57142857142857
0.00366628491735001	-1.89196937345074	0.104	0.256	1	rhombomere 7	celf3a	0.408560311284047
0.00367145830724718	1.71204665009387	0.09	0.029	1	rhombomere 7	CR626935.1	3.03333333333333
0.00367828162679967	1.61335030326098	0.06	0.015	1	rhombomere 7	oclna	3.8125
0.00371485709042357	0.403210975852933	0.806	0.744	1	rhombomere 7	cdh2	1.08322147651007
0.00372732330103414	-2.32941001233116	0.045	0.182	1	rhombomere 7	pkdcca	0.251366120218579
0.00373199552343689	-1.83440653837641	0.313	0.454	1	rhombomere 7	tcf7l2	0.69010989010989
0.00382321448798569	-6.13338078262349	0	0.112	1	rhombomere 7	si:dkey-49n23.1	0.00884955752212389
0.00383908473056989	1.77162654558022	0.09	0.03	1	rhombomere 7	dnaja3b	2.93548387096774
0.0038467285897863	-0.466961836591997	0.388	0.558	1	rhombomere 7	magi1b	0.695885509838998
0.00386787371651033	0.427880786121835	0.821	0.656	1	rhombomere 7	srgap1a	1.25114155251142
0.00387803316157174	1.24192461676306	0.119	0.045	1	rhombomere 7	cux1b	2.60869565217391
0.00388874024996465	1.95279139787901	0.075	0.022	1	rhombomere 7	rabepk	3.30434782608696
0.00389847022005209	-0.782603453173202	0.179	0.35	1	rhombomere 7	mapk14a	0.512820512820513
0.00390388495826269	-5.4481321724391	0	0.111	1	rhombomere 7	BX537274.1	0.00892857142857143
0.00391924907065415	0.96370404724571	0.224	0.113	1	rhombomere 7	ptgdsb.1	1.97368421052632
0.00396723158821476	1.67591997899096	0.09	0.03	1	rhombomere 7	si:ch211-234c11.3	2.93548387096774
0.00396828955638894	1.0358312430621	0.254	0.137	1	rhombomere 7	tmem94	1.84782608695652
0.00405895568906803	1.77286510766958	0.09	0.03	1	rhombomere 7	pcgf6	2.93548387096774
0.0041065947533995	0.643238430747544	0.597	0.46	1	rhombomere 7	atp2b4	1.29718004338395
0.00420457455332664	-1.53035095481405	0.119	0.265	1	rhombomere 7	nkain4	0.451127819548872
0.00421353738871958	-3.11919713279493	0.03	0.154	1	rhombomere 7	met	0.2
0.0042250614925412	1.80414796809763	0.075	0.022	1	rhombomere 7	pde5ab	3.30434782608696
0.00422716020614766	0.766382425589173	0.254	0.128	1	rhombomere 7	suv39h1b	1.97674418604651
0.00425915967118954	-2.63978578881225	0.045	0.173	1	rhombomere 7	bcr	0.264367816091954
0.00427726580466301	-0.507011161282645	0.746	0.783	1	rhombomere 7	baz2ba	0.95280612244898
0.00428057609427697	1.72112758325829	0.075	0.022	1	rhombomere 7	ecsit	3.30434782608696
0.0043441218178251	-0.712531330757142	0.478	0.636	1	rhombomere 7	hspa8	0.751962323390895
0.00437818145906477	1.13368655173554	0.134	0.054	1	rhombomere 7	cgna	2.45454545454545
0.00438226675058178	1.97615429122382	0.104	0.038	1	rhombomere 7	ercc2	2.69230769230769
0.00442554619053274	0.775001104471319	0.418	0.27	1	rhombomere 7	adgrl3.1	1.54612546125461
0.00443467628967326	0.993817763118849	0.179	0.081	1	rhombomere 7	arid3c	2.19512195121951
0.00448306472520476	-0.809426854339234	0.313	0.472	1	rhombomere 7	fam172a	0.66384778012685
0.00449545146876362	1.81480517003162	0.09	0.03	1	rhombomere 7	si:ch73-341k19.1	2.93548387096774
