p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	pct.ratio
0.00952658860434136	0.423306053811157	0.141	0.108	1	midbrain hindbrain boundary	grk6	1.30275229357798
0.0095381732903757	-0.448930113701127	0.251	0.292	1	midbrain hindbrain boundary	sox3	0.860068259385666
0.0096080558598576	-0.909221647034086	0.273	0.302	1	midbrain hindbrain boundary	kirrel3l	0.904290429042904
0.00961463777137956	-0.518527100020874	0.077	0.111	1	midbrain hindbrain boundary	slc25a37	0.696428571428571
0.00961617600878678	-0.54213570799572	0.114	0.151	1	midbrain hindbrain boundary	serf2	0.756578947368421
0.00973297573670185	-0.751619377009572	0.05	0.078	1	midbrain hindbrain boundary	her4.2	0.645569620253165
0.00973479076370231	0.347742748753947	0.166	0.13	1	midbrain hindbrain boundary	pfdn4	1.27480916030534
0.00973821352479779	-0.529989799336345	0.1	0.135	1	midbrain hindbrain boundary	hs6st2	0.742647058823529
0.009799375656937	0.341213607565609	0.301	0.258	1	midbrain hindbrain boundary	dnmt1	1.16602316602317
0.00990431665928527	-1.37985229159261	0.033	0.057	1	midbrain hindbrain boundary	TTC28	0.586206896551724
0.00993182491572067	-0.496570463831234	0.19	0.23	1	midbrain hindbrain boundary	mab21l2	0.826839826839827
0.00994176877588313	0.274127524490604	0.23	0.186	1	midbrain hindbrain boundary	eif1axa	1.23529411764706
0.00995807555718737	0.36091234278217	0.232	0.192	1	midbrain hindbrain boundary	shc1	1.20725388601036
1.32393927493816e-258	4.23261639958398	0.316	0.016	3.4790476266825e-254	diencephalon	nkx2.4a	18.6470588235294
3.76981604410127e-174	4.43038780277338	0.234	0.014	9.90632260068931e-170	diencephalon	barhl2	15.6666666666667
6.76796613525003e-155	1.79190510009014	0.904	0.549	1.778486141021e-150	diencephalon	plxna1a	1.64545454545455
3.0249382859607e-153	2.3415770621372	0.647	0.19	7.94893282784753e-149	diencephalon	nrp2b	3.39267015706806
2.93434782337552e-141	2.62335294605945	0.435	0.086	7.7108792102662e-137	diencephalon	otx2b	5.01149425287356
2.28697403702543e-139	4.25347364281134	0.226	0.019	6.00971037449542e-135	diencephalon	gpc6a	11.35
6.70201536964542e-134	6.30903885954841	0.127	0.003	1.76115559883542e-129	diencephalon	pdgfba	32
1.27640578752053e-125	3.77957448594593	0.337	0.059	3.35413912844644e-121	diencephalon	TMEM132C.1	5.63333333333333
9.14283378934256e-120	3.63642261082489	0.217	0.022	2.40255386316344e-115	diencephalon	nkx2.4b	9.47826086956522
1.45970729092653e-118	1.6037572276163	0.788	0.36	3.83581881909673e-114	diencephalon	unc5b	2.18559556786704
3.60255800879812e-116	2.74524926452802	0.474	0.131	9.46680193551971e-112	diencephalon	wnt4	3.59848484848485
5.25770383238512e-114	2.14124629284541	0.795	0.421	1.38161941307416e-109	diencephalon	tcf7l2	1.88625592417062
1.1505599316986e-108	3.65574027658659	0.244	0.033	3.02344138851759e-104	diencephalon	il34	7.20588235294118
4.06236191938465e-105	-2.69864530839212	0.217	0.687	1.0675074651759e-100	diencephalon	meis1b	0.316860465116279
7.84502220804716e-102	6.57404332206525	0.102	0.003	2.06151493583063e-97	diencephalon	pcdh7a	25.75
3.78563054357789e-94	4.76104935844425	0.116	0.006	9.94787994241399e-90	diencephalon	disc1	16.7142857142857
2.58295013851774e-93	3.53271560256119	0.226	0.033	6.78747637399692e-89	diencephalon	gabbr1a	6.67647058823529
1.9855360115685e-90	3.34231485170115	0.232	0.036	5.21759153119969e-86	diencephalon	rspo2	6.2972972972973
2.32495772974289e-90	3.5531407964885	0.164	0.016	6.10952392221836e-86	diencephalon	CR936482.1	9.70588235294118
2.20440083932442e-88	2.71022388445668	0.373	0.097	5.7927245255767e-84	diencephalon	lmx1bb	3.81632653061224
9.93801015683317e-84	1.53571534968716	0.579	0.22	2.61151030901262e-79	diencephalon	chl1a	2.62443438914027
1.50990845067856e-83	0.978140343719922	0.966	0.877	3.96773742669313e-79	diencephalon	foxp4	1.10136674259681
2.33963720401673e-83	5.51594307952169	0.082	0.002	6.14809864471517e-79	diencephalon	FAM107A	27.6666666666667
2.9491212556069e-82	5.27869533494724	0.091	0.003	7.7497008354838e-78	diencephalon	shox2	23
3.02610488135816e-82	3.63570731837757	0.187	0.025	7.95199840723297e-78	diencephalon	barhl1a	7.23076923076923
4.02706338335671e-82	1.97254068224543	0.428	0.129	1.05823171587848e-77	diencephalon	tnfrsf19	3.3
8.38722051477582e-79	1.83108953392706	0.481	0.169	2.20399380687279e-74	diencephalon	fgfr4	2.83529411764706
5.14545962557386e-75	1.91513322648027	0.351	0.095	1.3521238804083e-70	diencephalon	si:ch211-263k4.2	3.66666666666667
1.01854309720627e-73	2.75719574822459	0.239	0.047	2.67652755083864e-69	diencephalon	vasna	5
3.60049970170076e-71	3.23425527948802	0.157	0.02	9.46139311612925e-67	diencephalon	si:ch211-69b22.5	7.52380952380952
1.1043062019011e-70	3.7875622901019	0.127	0.012	2.90189583735572e-66	diencephalon	bmper	9.84615384615384
2.14581451826488e-70	5.74707296688448	0.068	0.002	5.63877139109645e-66	diencephalon	adamts5	23
1.22530550526592e-68	3.93885406903628	0.107	0.008	3.21985780673778e-64	diencephalon	emilin1b	12
1.71981411071963e-67	1.25248816477753	0.813	0.542	4.51932752014905e-63	diencephalon	zfhx4	1.49907918968692
5.56020736952258e-64	1.58826638483752	0.545	0.242	1.46111129256314e-59	diencephalon	otx2a	2.24691358024691
3.72032773872222e-63	1.2285547229367	0.829	0.577	9.77627723181424e-59	diencephalon	adgrv1	1.43598615916955
6.435877668291e-60	-1.37470010224659	0.481	0.768	1.69121993367351e-55	diencephalon	cntfr	0.626788036410923
1.98038917538212e-58	2.18932946214332	0.39	0.15	5.20406667506913e-54	diencephalon	si:ch211-267e7.3	2.58940397350993
3.33222063046547e-58	3.48931851388702	0.159	0.026	8.75640937273716e-54	diencephalon	fzd8b	5.92592592592593
5.32920747479665e-57	2.60599725632444	0.175	0.032	1.40040914022706e-52	diencephalon	emx2	5.33333333333333
1.62717479680235e-56	2.64816748130445	0.235	0.058	4.27588993103722e-52	diencephalon	si:ch211-263k4.2.1	4
1.73485602779008e-56	1.91544612438366	0.287	0.081	4.55885466982678e-52	diencephalon	wnt8b	3.51219512195122
2.21045037038139e-55	0.776473988398321	0.686	0.337	5.80862148328821e-51	diencephalon	epha4a	2.03254437869822
2.70866296471111e-54	1.28233553591304	0.779	0.615	7.11782453866785e-50	diencephalon	cachd1	1.26623376623377
9.04877721714157e-53	2.58223465763586	0.234	0.06	2.37783767712046e-48	diencephalon	wnt3a	3.85245901639344
3.64279235475047e-52	1.34260646834376	0.61	0.326	9.57252974981328e-48	diencephalon	si:ch211-285f17.1	1.86850152905199
4.12385890206827e-51	2.23591739230963	0.226	0.058	1.0836676422855e-46	diencephalon	pcdh10b	3.84745762711864
3.42171989830801e-50	3.63981860265761	0.073	0.005	8.99159554877379e-46	diencephalon	nkx2.1	12.3333333333333
3.46238804992451e-50	4.32526404474787	0.087	0.008	9.09846331759163e-46	diencephalon	ERBB4	9.77777777777778
3.0985014269988e-49	1.97470269712752	0.415	0.173	8.14224204986744e-45	diencephalon	ptprub	2.39080459770115
4.69481029049356e-49	1.88851298904462	0.392	0.158	1.2337022481359e-44	diencephalon	BX649529.1	2.47169811320755
9.59249480287803e-48	1.39679425554943	0.355	0.126	2.52071578430029e-43	diencephalon	zgc:153372	2.80314960629921
9.85981853141628e-48	4.6934679292534	0.061	0.003	2.59096311368557e-43	diencephalon	fmoda	15.5
1.1702628580757e-46	3.30327588969691	0.139	0.025	3.07521673845132e-42	diencephalon	igfbp3	5.38461538461539
1.40233432774168e-46	2.5555244098867	0.358	0.148	3.68505414643959e-42	diencephalon	NAV1	2.40939597315436
7.10789773460999e-44	2.84442720482734	0.114	0.018	1.86781336670081e-39	diencephalon	coro2ba	6.05263157894737
8.04254536772508e-44	1.43008895028864	0.394	0.165	2.1134200717308e-39	diencephalon	otx1	2.37951807228916
1.2000266311998e-43	2.33136612405822	0.28	0.096	3.15342998146684e-39	diencephalon	pawr	2.89690721649485
3.89466362977265e-43	1.99314100420559	0.201	0.053	1.02343970863166e-38	diencephalon	emid1	3.74074074074074
2.58452690831863e-42	3.50952917420981	0.086	0.01	6.7916198096797e-38	diencephalon	noto	7.90909090909091
8.58263468690269e-42	1.82240351396874	0.234	0.07	2.25534474302429e-37	diencephalon	itga3b	3.30985915492958
6.56012536800529e-40	3.683209529464	0.073	0.007	1.72386974420443e-35	diencephalon	rxfp2a	9.25
6.98185769530845e-40	1.11110789581165	0.298	0.103	1.83469256517315e-35	diencephalon	mecom	2.875
2.95773300460072e-39	1.47989763246731	0.424	0.203	7.77233078948978e-35	diencephalon	eml1	2.08333333333333
5.85489066865247e-39	2.58019371776932	0.135	0.028	1.5385481699085e-34	diencephalon	plxna4	4.68965517241379
1.0390952300283e-38	1.33732256011361	0.558	0.338	2.73053444546837e-34	diencephalon	wls	1.64896755162242
1.16939943366501e-38	-2.54830037227024	0.1	0.369	3.07294783178493e-34	diencephalon	meis2a.1	0.272972972972973
1.6860565446846e-38	1.46333595002133	0.367	0.157	4.43061938812218e-34	diencephalon	hmga2	2.32911392405063
9.94230063125654e-37	1.43808164012331	0.383	0.177	2.61263775988159e-32	diencephalon	plekha6	2.15730337078652
1.38634666961656e-36	1.09820880929164	0.581	0.355	3.64304177841839e-32	diencephalon	yap1	1.63483146067416
2.00043212960963e-36	1.26248021453317	0.652	0.448	5.25673555018819e-32	diencephalon	msi2b	1.4543429844098
3.55659287114264e-36	1.38343447089448	0.348	0.147	9.34601474678864e-32	diencephalon	nhsl2	2.35810810810811
2.62742685688263e-35	0.935350876215791	0.734	0.455	6.90435229451616e-31	diencephalon	fgfr3	1.61184210526316
8.46900176882954e-35	2.77532246721996	0.091	0.014	2.22548428481303e-30	diencephalon	syt5b	6.13333333333333
3.84942495606077e-34	1.72764045848723	0.246	0.088	1.01155188995365e-29	diencephalon	tpbga	2.7752808988764
4.70382845767698e-34	2.08135612550922	0.212	0.069	1.23607204210836e-29	diencephalon	fbxl16	3.04285714285714
2.74956110895786e-33	2.03200749400365	0.242	0.088	7.22529668211947e-29	diencephalon	eya1	2.73033707865169
2.86600794007863e-33	0.986844905589377	0.54	0.321	7.53129566493862e-29	diencephalon	tns1b	1.68012422360248
5.46064756642975e-33	3.09685039897706	0.077	0.01	1.43494896750641e-28	diencephalon	plekhg2	7.09090909090909
5.58209514501831e-33	1.17395137329585	0.588	0.388	1.46686296220791e-28	diencephalon	ephb4a	1.51413881748072
9.36709463324002e-33	1.56457900457978	0.28	0.111	2.46148512772281e-28	diencephalon	slc9a3r1a	2.50892857142857
1.28776177782359e-32	2.28703418230772	0.176	0.052	3.38398039976482e-28	diencephalon	brinp2	3.33962264150943
4.59775475905687e-32	1.86872508799903	0.155	0.041	1.20819799558496e-27	diencephalon	pdgfra	3.71428571428571
6.16666463379003e-32	4.52820943851637	0.055	0.005	1.62047613246734e-27	diencephalon	tdgf1	9.33333333333333
3.75622660059171e-31	0.603773408383542	0.898	0.751	9.87061226103489e-27	diencephalon	macf1a	1.19547872340426
7.08869910083574e-31	2.63829239856241	0.1	0.019	1.86276834971762e-26	diencephalon	cntn5	5.05
8.98564638952719e-31	-4.90276080764035	0.021	0.228	2.36124815823996e-26	diencephalon	pax7a	0.0960698689956332
9.59654961784072e-31	1.25265251193277	0.348	0.16	2.52178130857619e-26	diencephalon	cdh6	2.16770186335404
1.00028188917496e-30	1.06882609753605	0.558	0.349	2.62854074837397e-26	diencephalon	tead1b	1.59714285714286
2.05796210571778e-30	-1.44181686066719	0.273	0.508	5.40791282140518e-26	diencephalon	epha4b	0.538310412573674
8.64666774761776e-30	2.00056259445717	0.349	0.174	2.27217135071899e-25	diencephalon	mpped2a	2
9.62584445417686e-30	-1.66035809563129	0.184	0.418	2.5294794056686e-25	diencephalon	ptprna	0.441527446300716
1.42776768747333e-29	0.99166453412855	0.389	0.189	3.75188792914243e-25	diencephalon	pou2f2a.1	2.05263157894737
1.59274202620756e-29	1.39058508235089	0.326	0.15	4.18540749646823e-25	diencephalon	lef1	2.16556291390728
4.70540959564845e-29	1.61221637097349	0.239	0.092	1.2364875335445e-24	diencephalon	arhgap42b	2.58064516129032
2.53097931395302e-28	0.728112609704898	0.713	0.513	6.65090744120574e-24	diencephalon	tenm3	1.38910505836576
2.87800957460657e-28	1.202000068599	0.346	0.165	7.56283356015115e-24	diencephalon	pkdcca	2.09036144578313
3.23374257708935e-28	2.06620686756025	0.078	0.013	8.49762874407539e-24	diencephalon	esamb	5.64285714285714
7.39252975566432e-28	2.62130040046667	0.07	0.01	1.94260896919347e-23	diencephalon	ccbe1	6.45454545454546
9.98392775549194e-28	2.2780490556975	0.137	0.038	2.62357653558817e-23	diencephalon	ntm	3.53846153846154
1.9432360341821e-27	1.84834640670724	0.159	0.048	5.10643565062372e-23	diencephalon	si:dkey-261h17.1	3.26530612244898
4.72764587080599e-27	0.71687454794163	0.709	0.539	1.2423307819304e-22	diencephalon	celsr1b	1.31481481481481
6.06125069241306e-27	-5.50245219779927	0.014	0.197	1.5927754569523e-22	diencephalon	pax2a	0.0757575757575757
7.38967745625352e-27	2.18901131717822	0.205	0.077	1.9418594419543e-22	diencephalon	oc90	2.64102564102564
7.80642557092088e-27	2.29192980950316	0.105	0.024	2.05137251152659e-22	diencephalon	thbs1b	4.24
1.23912408662439e-26	2.17395218447559	0.064	0.009	3.25617027483157e-22	diencephalon	si:ch211-198m17.1	6.5
2.99758361372713e-26	-1.9485338076149	0.157	0.368	7.87705022015215e-22	diencephalon	nr2f1b	0.428184281842818
3.0131316726927e-26	1.61621471944987	0.144	0.042	7.91790740950188e-22	diencephalon	pcdh10a	3.37209302325581
6.79991603443726e-26	2.76317058382727	0.127	0.035	1.78688193552942e-21	diencephalon	kif26ba	3.55555555555556
1.19884728359398e-25	0.914918121599198	0.606	0.433	3.15033089182826e-21	diencephalon	nexmifb	1.39861751152074
1.48115808654155e-25	2.75250053276315	0.082	0.016	3.89218721981389e-21	diencephalon	actn2b	4.88235294117647
1.69785689137226e-25	1.48017658190517	0.332	0.169	4.46162833914803e-21	diencephalon	BX005454.1	1.95882352941176
7.61489614267477e-25	0.772581993686568	0.708	0.54	2.00104240837207e-20	diencephalon	ptprnb	1.31053604436229
1.32143831779992e-24	1.86832865980703	0.132	0.038	3.47247561151464e-20	diencephalon	wif1	3.41025641025641
1.46672130119052e-24	-1.19147923667811	0.31	0.506	3.85425023526846e-20	diencephalon	plp1a	0.613412228796844
1.32314687430498e-23	1.54701911046071	0.282	0.136	3.47696535629861e-19	diencephalon	wnt3	2.06569343065693
1.98694639711816e-23	1.00017792152397	0.335	0.167	5.22129774234711e-19	diencephalon	nr2e1	2
2.14814895748114e-23	1.21448934121961	0.301	0.146	5.64490583046895e-19	diencephalon	tiam1a	2.05442176870748
5.61867516800128e-23	2.0360018807324	0.114	0.031	1.47647546064738e-18	diencephalon	prdx1	3.59375
1.29999435446009e-22	-4.91242367390759	0.018	0.176	3.41612516465023e-18	diencephalon	hoxb3a	0.107344632768362
1.6888964263907e-22	3.4692130239055	0.053	0.008	4.43808202926947e-18	diencephalon	ncs1b	6
2.2648703252456e-22	2.84231514305508	0.064	0.011	5.95162624068038e-18	diencephalon	vat1l	5.41666666666667
4.31226262578206e-22	2.91462578357453	0.105	0.028	1.13317637280301e-17	diencephalon	lrp1bb	3.6551724137931
4.78236425151762e-22	-2.66582675973522	0.046	0.216	1.2567096780138e-17	diencephalon	meis2a	0.216589861751152
4.90359331980708e-22	-2.57575037060493	0.13	0.31	1.2885662525789e-17	diencephalon	rnf220a	0.421221864951768
9.19001702525811e-22	-8.20283982507977	0.004	0.149	2.41495267389733e-17	diencephalon	pax5	0.0333333333333333
1.8030910527562e-21	0.6581677131798	0.636	0.438	4.73816266843273e-17	diencephalon	ptch1	1.45102505694761
2.45284954700238e-21	1.43857036126841	0.207	0.086	6.44559803961285e-17	diencephalon	rbms3	2.39080459770115
2.7156980458359e-21	1.57856772654982	0.207	0.087	7.13631132484758e-17	diencephalon	ssbp3a	2.36363636363636
2.90109422601277e-21	0.756255023445185	0.549	0.369	7.62349540711635e-17	diencephalon	bcam	1.48648648648649
4.36500585820034e-21	-5.23461040015284	0.009	0.154	1.14703623941788e-16	diencephalon	pax2b	0.064516129032258
5.82070248235036e-21	2.2196988572843	0.13	0.042	1.52956419831203e-16	diencephalon	tmem88b	3.04651162790698
2.19845714681668e-20	-3.35134942455126	0.032	0.185	5.77710569040487e-16	diencephalon	raraa	0.17741935483871
2.44580021136218e-20	-5.82133939526643	0.004	0.141	6.42707379541752e-16	diencephalon	ephb6	0.0352112676056338
2.56214499324991e-20	1.62070243332802	0.164	0.062	6.73280461326212e-16	diencephalon	dpf2	2.61904761904762
2.70319846584925e-20	1.02548080972354	0.307	0.155	7.10346492855865e-16	diencephalon	syne1b	1.97435897435897
2.74698795158897e-20	0.475764398611648	0.884	0.783	7.21853493918549e-16	diencephalon	tenm4	1.12882653061224
3.47608840883925e-20	2.65844505948521	0.077	0.017	9.13446512074779e-16	diencephalon	grin3ba	4.33333333333333
3.84012746078028e-20	-1.4829140873449	0.146	0.332	1.00910869414384e-15	diencephalon	ror1	0.441441441441441
4.61381116458691e-20	1.86109021575125	0.107	0.031	1.21241729783015e-15	diencephalon	sema3b	3.375
8.91334496881533e-20	1.08502890873959	0.342	0.192	2.34224879090529e-15	diencephalon	map3k21	1.77720207253886
9.7731563557116e-20	1.18038210713723	0.291	0.149	2.5681900271539e-15	diencephalon	SEMA4F	1.94666666666667
1.25482571278677e-19	0.83949844614406	0.574	0.427	3.29743100806106e-15	diencephalon	ctnnb1	1.34345794392523
1.8677071068056e-19	2.72123174333863	0.064	0.013	4.90796073526374e-15	diencephalon	kcnn3	4.64285714285714
1.92862253226322e-19	1.21752803034872	0.267	0.132	5.0680342902813e-15	diencephalon	BRSK2	2.01503759398496
2.42483458314907e-19	1.33079822964433	0.337	0.194	6.37198031759912e-15	diencephalon	map3k1	1.73333333333333
3.35806858641067e-19	-1.3358903396729	0.152	0.336	8.82433263136995e-15	diencephalon	nr2f5	0.454005934718101
3.50103070473245e-19	1.86322640213701	0.21	0.095	9.20000848589592e-15	diencephalon	TENM2	2.19791666666667
4.62568544340466e-19	2.2735332867416	0.103	0.031	1.21553762081788e-14	diencephalon	dlgap4b	3.25
7.23575397274293e-19	-4.44614915995224	0.023	0.161	1.90141142895739e-14	diencephalon	CT990561.1	0.148148148148148
7.2866456505097e-19	-4.61678233593634	0.012	0.145	1.91478474404094e-14	diencephalon	znf385a	0.089041095890411
9.36374649876528e-19	0.672561053026603	0.747	0.633	2.46060530494554e-14	diencephalon	cadm1a	1.17981072555205
1.00732624971367e-18	0.53929449846695	0.727	0.538	2.64705191899759e-14	diencephalon	sox13	1.35064935064935
1.05455990039154e-18	3.16738553445254	0.05	0.008	2.77117250624889e-14	diencephalon	lhx4	5.66666666666667
1.19967857134017e-18	1.44798961143374	0.203	0.09	3.15251534976769e-14	diencephalon	fezf2	2.24175824175824
1.20355225455158e-18	1.57400063226702	0.087	0.023	3.16269461451065e-14	diencephalon	rpe65b	3.66666666666667
1.29547927311389e-18	0.477317054060729	0.863	0.756	3.40426043388867e-14	diencephalon	msi1	1.14134742404227
1.4854634039653e-18	-0.544744295343381	0.816	0.868	3.90350073294001e-14	diencephalon	ptprfb	0.940161104718067
1.61826659521877e-18	1.13923238313116	0.298	0.159	4.25248095891588e-14	diencephalon	dchs1a	1.86875
1.99329718195494e-18	-1.78840306729256	0.078	0.24	5.2379863347412e-14	diencephalon	mab21l2	0.327800829875519
2.0556314308258e-18	-1.55697861687785	0.127	0.302	5.40178827392405e-14	diencephalon	cited4a	0.422442244224422
2.06136002854848e-18	-4.83679045609608	0.009	0.137	5.4168418830197e-14	diencephalon	pkd1b	0.072463768115942
3.65322391182114e-18	-0.993584164406038	0.194	0.385	9.59994179548359e-14	diencephalon	efna5a	0.505181347150259
5.70108041703042e-18	2.39304683243207	0.068	0.015	1.49812991198725e-13	diencephalon	usp43b	4.3125
6.01592356818072e-18	0.609755564269766	0.799	0.691	1.58086439524653e-13	diencephalon	znrf3	1.15606936416185
1.0716589658697e-17	-1.62992040063693	0.118	0.282	2.8161054305124e-13	diencephalon	ndst3	0.420494699646643
1.26120640671089e-17	1.22401877594722	0.285	0.155	3.31419819555489e-13	diencephalon	dapk1	1.83333333333333
1.28932290949282e-17	0.571622459720741	0.428	0.258	3.38808274156522e-13	diencephalon	sox5	1.65637065637066
1.64576363897333e-17	1.03002385736772	0.383	0.236	4.32473769049413e-13	diencephalon	wnk1b	1.62025316455696
1.90095542772266e-17	2.05592569793481	0.321	0.205	4.9953306729696e-13	diencephalon	sfrp5	1.56310679611651
3.0433878040028e-17	-2.53410147719546	0.055	0.2	7.99741447135855e-13	diencephalon	nkain2	0.278606965174129
3.74882013383241e-17	0.747735719810773	0.406	0.249	9.85114954768481e-13	diencephalon	plxnb1a	1.628
4.03562586485231e-17	1.28345647437722	0.132	0.047	1.06048176476589e-12	diencephalon	lhx5	2.77083333333333
4.38211816850786e-17	-1.68217677881981	0.103	0.258	1.15153301232049e-12	diencephalon	foxn3	0.401544401544402
5.41089439450524e-17	0.662481582994136	0.508	0.341	1.42187482898809e-12	diencephalon	scube3	1.48830409356725
7.86985988185374e-17	2.24975857197315	0.127	0.046	2.06804177975353e-12	diencephalon	shisa2a	2.72340425531915
8.11382505197611e-17	-2.58080112319308	0.039	0.174	2.13215094715828e-12	diencephalon	en2b	0.228571428571429
8.83136997763781e-17	-1.50731312824775	0.121	0.281	2.32070740272366e-12	diencephalon	qkib	0.432624113475177
9.06328750319852e-17	1.27223637546533	0.196	0.089	2.38165069009051e-12	diencephalon	bmp1a	2.18888888888889
1.32807991250967e-16	-2.45883518416428	0.021	0.147	3.48992839409292e-12	diencephalon	vax2	0.148648648648649
1.43393985405715e-16	1.39909611815657	0.175	0.076	3.76810714849138e-12	diencephalon	sp5a	2.28571428571429
1.71607682799651e-16	-6.07911907563197	0.004	0.116	4.50950668860923e-12	diencephalon	mpz	0.0427350427350427
2.63762794430768e-16	0.806399489645457	0.44	0.289	6.93115871205173e-12	diencephalon	amot	1.52068965517241
3.54819052010662e-16	-2.92806358120663	0.041	0.172	9.32393504873619e-12	diencephalon	plxna2	0.242774566473988
4.03259822265065e-16	1.73945119848547	0.102	0.033	1.05968616094814e-11	diencephalon	GNAZ	3.02941176470588
4.53082881193116e-16	-0.78824290390023	0.369	0.537	1.19061119519927e-11	diencephalon	notch1a	0.687732342007435
4.61282878348381e-16	-4.57376311070188	0.007	0.119	1.21215914772388e-11	diencephalon	rx1	0.0666666666666667
5.00028107429032e-16	-4.96414048006277	0.005	0.116	1.31397386070201e-11	diencephalon	meis1a	0.0512820512820513
5.48202452328428e-16	-1.1294066118134	0.15	0.314	1.44056640422864e-11	diencephalon	sfrp1a	0.479365079365079
6.36586860690469e-16	0.978396553758024	0.357	0.224	1.67282295252241e-11	diencephalon	kank1a	1.59111111111111
7.46687522736067e-16	-1.6756048573215	0.107	0.254	1.96214547224584e-11	diencephalon	pdzrn3b	0.423529411764706
7.71975164174788e-16	1.88017913231696	0.089	0.027	2.02859633641851e-11	diencephalon	mpped1	3.21428571428571
8.46052677964901e-16	-0.537887964702356	0.228	0.417	2.22325722715617e-11	diencephalon	atp1b3a	0.547846889952153
9.28568177116645e-16	0.513649283910118	0.692	0.554	2.44009145582712e-11	diencephalon	dacha	1.24864864864865
1.35604043223398e-15	2.18689332679217	0.068	0.017	3.56340304782445e-11	diencephalon	src	3.83333333333333
1.64702600690478e-15	-3.60356442451954	0.02	0.135	4.32805494094437e-11	diencephalon	CR751227.2	0.154411764705882
1.68258545820683e-15	-0.60973868108866	0.528	0.665	4.42149806707591e-11	diencephalon	rasal2	0.794294294294294
1.7056498777638e-15	0.978405667458472	0.389	0.252	4.48210674878771e-11	diencephalon	ndst2b	1.54150197628458
1.73944181582046e-15	0.470171514364385	0.806	0.702	4.57090520361301e-11	diencephalon	plxna3	1.14793741109531
1.87484240840586e-15	0.470794474861422	0.695	0.543	4.92671088080892e-11	diencephalon	ptprn2	1.27941176470588
2.14010662596374e-15	1.40327559366118	0.13	0.049	5.62377219170751e-11	diencephalon	stard13b	2.62
2.47789560223931e-15	-0.461798226425709	0.46	0.629	6.51141406356446e-11	diencephalon	col18a1a	0.731746031746032
2.90382601445453e-15	1.88847038142115	0.089	0.027	7.63067400078362e-11	diencephalon	shha	3.21428571428571
3.21730944552326e-15	1.51357670046375	0.169	0.076	8.45444576094603e-11	diencephalon	C11H3orf14	2.20779220779221
3.43907803584443e-15	2.35356671254286	0.055	0.012	9.037209262592e-11	diencephalon	quo	4.30769230769231
3.73960726024351e-15	1.29468883056613	0.164	0.072	9.82693995846791e-11	diencephalon	cxcl12b	2.26027397260274
4.60304185861781e-15	1.45502190590441	0.251	0.137	1.20958733960759e-10	diencephalon	FRMD1	1.82608695652174
4.68882738191041e-15	1.27395512368415	0.157	0.067	1.23213005941842e-10	diencephalon	veph1	2.32352941176471
4.84167943261777e-15	-2.93410943272504	0.025	0.141	1.2722965213033e-10	diencephalon	rorab	0.183098591549296
4.88059212488478e-15	-6.30345073989191	0.004	0.106	1.28252199857722e-10	diencephalon	hoxa4a	0.0467289719626168
4.88617442822708e-15	1.73010401683587	0.1	0.033	1.28398891624951e-10	diencephalon	pcnx2	2.97058823529412
5.56037794052636e-15	-1.46789679673127	0.139	0.29	1.46115611521152e-10	diencephalon	elavl3	0.481099656357388
7.05683278700894e-15	-2.90242371652288	0.021	0.135	1.85439451977021e-10	diencephalon	mab21l1	0.161764705882353
8.5100200227482e-15	-3.58203953608446	0.02	0.131	2.23626306157777e-10	diencephalon	rorb	0.159090909090909
1.4446457653733e-14	0.53878766683421	0.629	0.478	3.79624014224796e-10	diencephalon	bach2b	1.31524008350731
1.62179453834417e-14	0.705362042673936	0.483	0.344	4.26175168786081e-10	diencephalon	fstl1b	1.40289855072464
1.75529820395759e-14	0.909557142360511	0.203	0.098	4.61257262035976e-10	diencephalon	myh9b	2.06060606060606
2.14158318214062e-14	-1.2465713910433	0.13	0.281	5.62765228602913e-10	diencephalon	rarab	0.464539007092199
3.0421106069899e-14	-4.90610185113873	0.011	0.113	7.99405825304805e-10	diencephalon	casz1	0.105263157894737
3.08367670502246e-14	2.19951231075496	0.064	0.017	8.10328564545803e-10	diencephalon	kcnj19a	3.61111111111111
3.96030450999216e-14	2.38114358837062	0.075	0.022	1.04068881913574e-09	diencephalon	fam20cb	3.30434782608696
4.31181958424125e-14	-1.4630626695966	0.128	0.266	1.13305995034692e-09	diencephalon	nrip1b	0.48314606741573
4.72372149038648e-14	1.05754998369047	0.209	0.105	1.24129953324376e-09	diencephalon	tbx2b	1.9811320754717
6.16689500489901e-14	0.593576244427251	0.574	0.441	1.62053666938736e-09	diencephalon	soga1	1.30090497737557
6.40205138380025e-14	-0.819536671088221	0.285	0.45	1.68233106263503e-09	diencephalon	pik3c2b	0.634146341463415
6.53858028776372e-14	-1.97666955742495	0.046	0.166	1.71820812801855e-09	diencephalon	LHFPL6	0.281437125748503
6.62741679157474e-14	-1.04837218920127	0.235	0.388	1.74155258449001e-09	diencephalon	bmpr1ba	0.606683804627249
6.93098242065925e-14	0.684548385183955	0.21	0.104	1.82132356050084e-09	diencephalon	dab1a	2.00952380952381
7.68476647681606e-14	-0.917614377385515	0.209	0.362	2.01940293477772e-09	diencephalon	arid5b	0.578512396694215
9.83655785212811e-14	1.93005607520168	0.091	0.031	2.58485067238223e-09	diencephalon	igfbp1a	2.875
