motif, score
"262",0.76947768572846
"048",0.09085103343506
"074",0.181686663923147
"128",0.172246401071075
"100",0.195766548390793
"303",0.424506233638947
"115",0.712012069606691
"075",0.533585015395057
"277",0.122187639851545
"263",0.854897123064435
"288",0.124804688573944
"261",0.99051677448755
"077",0.219782206523826
"063",0.535754989459822
"103",0.349338989694816
"301",0.274061597691393
"116",0.480247202665243
"102",0.290866351293686
"076",0.701815892144744
"089",0.185512367490584
"260",0.090305068213605
"248",0.226337463581063
"264",0.599671898540634
"258",0.88052872390903
"099",0.137440758293803
"072",0.194793121429111
"066",0.185930013589252
"106",0.421805550011318
"112",0.14649169704221
"311",0.684721623231282
"107",0.328061033199764
"067",0.469650787441634
"073",0.349214128106935
"265",0.785784288579931
"271",0.171177659446022
"273",0.099597534182293
"065",0.151568785122239
"105",0.457491100600167
"307",0.810919146969741
"449",0.236958562424694
"448",0.381585856817572
"312",0.609173067437407
"104",0.270693303388308
"110",0.305285858367854
"070",0.139712768890033
"064",0.521614378112635
"272",0.355003605066247
"266",0.298456403379755
"299",0.18781560514767
"229",0.566761870759996
"201",0.128104369593613
"188",0.397339978589585
"163",0.25432472072765
"413",0.516437177452263
"375",0.649426090932053
"361",0.127328966388993
"360",0.246588937176111
"374",0.594399276055648
"189",0.568308301318356
"002",0.907189045263256
"214",0.118302722421897
"200",0.147962462236405
"228",0.138979473992019
"216",0.365616561655756
"202",0.181203181466374
"028",0.790277294632404
"014",0.667795958480433
"148",0.682686790322507
"438",0.175556189389257
"404",0.275568053856383
"362",0.182567789803401
"376",0.662356109842359
"377",0.186662949611417
"411",0.920451730687377
"405",0.194682300499309
"363",0.242094854151026
"175",0.154371381921163
"149",0.150297590283032
"015",0.204325289992358
"029",0.182603652025829
"203",0.189123062468532
"213",0.403423499233698
"207",0.442912154916399
"011",0.514062572549272
"005",0.268734283319921
"165",0.13127891608835
"171",0.165625476154712
"159",0.189223057644149
"398",0.1971161464105
"415",0.403484781172146
"373",0.367376958024192
"429",0.181132075471829
"428",0.161695447409905
"414",0.413559554485486
"372",0.216783179534846
"170",0.201468428775972
"164",0.183497251593052
"038",0.687192890770967
"206",0.171598608568766
"212",0.191641462744347
"204",0.191792264382522
"210",0.093276775090683
"006",0.671301507033063
"012",0.539841023453304
"199",0.332325494284649
"166",0.167648441149729
"416",0.220768788084549
"402",0.131262283096048
"364",0.289749096983882
"359",0.111142760832591
"403",0.469103661323548
"365",0.508639653619991
"417",0.306017392629671
"173",0.46116760708175
"198",0.503792266922004
"013",0.338152614880389
"007",0.651555009213697
"205",0.444009587171099
"208",0.485545252101954
"022",0.924316169733588
"195",0.671868454363914
"181",0.512347474929916
"156",0.190675199164497
"142",0.128271601786876
"397",0.129080082892874
"368",0.459528716907195
"432",0.712949326442146
"340",0.184185025845575
"341",0.252401247870235
"427",0.117395875959315
"433",0.266229078792131
"396",0.248475144107346
"143",0.183794174182885
"180",0.497106328447205
"194",0.194392812887178
"037",0.304284279463872
"023",0.251599040046056
"235",0.468645491922722
"221",0.571905517681735
"209",0.144978969506018
"009",0.919234697931283
"182",0.282289695567398
"196",0.793710236025462
"169",0.692717283565484
"155",0.670446876019314
"394",0.185866983372948
"419",0.213275968039401
"425",0.20349734270547
"343",0.283337045511999
"431",0.215818829038472
"430",0.37491122290095
"424",0.264410414146248
"342",0.264526735298258
"418",0.466260542260717
"154",0.305058684279789
"168",0.409528164388697
"197",0.173320174804158
"183",0.153284656453437
"008",0.147076216739439
"222",0.296197263564396
"236",0.122893242074447
"226",0.259657210283381
"030",0.830047033036702
"024",0.145681133841843
"187",0.212094005245912
"144",0.229984894259122
"150",0.140594665097378
"178",0.174827755905275
"346",0.29667660393432
"420",0.360582227255356
"434",0.496136373766805
"352",0.812630959508498
"409",0.397350993378058
"435",0.401200657519246
"347",0.264559068219143
"421",0.390340260530006
"151",0.243231833246753
"145",0.199013778077587
"186",0.853369034332118
"031",0.470465737978294
"227",0.720364542232745
"225",0.162130481589727
"027",0.38786969113138
"033",0.216084620550125
"190",0.273810575068715
"184",0.595857822081242
"153",0.225709547447929
"147",0.369811446617519
"351",0.531299145669847
"437",0.17891136226878
"423",0.467341573385338
"345",0.415167066464286
"422",0.635338323246407
"344",0.376826651840525
"350",0.790065958246573
"436",0.163142167164651
"393",0.348347613219852
"146",0.628557745132499
"152",0.14706759756464
"185",0.473340967685515
"191",0.105915912191491
"218",0.533898832927012
"224",0.463434198327358
"294",0.144871037105814
"069",0.382910028737694
"041",0.471256255432328
"055",0.482419283584612
"109",0.345433142336062
"135",0.156622244305667
"121",0.29444616741093
"445",0.245254720227182
"323",0.288457577986889
"444",0.199017237469714
"322",0.217175777063497
"336",0.109119587037617
"120",0.153801494110465
"108",0.462187179259988
"040",0.440163117425407
"068",0.149678381272464
"097",0.123765917871036
"083",0.293181139808864
"256",0.157130281690745
"242",0.189823392542021
"295",0.111140729312481
"297",0.227824303538235
"254",0.291540092115056
"095",0.184273554523668
"081",0.118159203980113
"056",0.586132455219152
"042",0.62966167508561
"320",0.318757103997345
"446",0.282391968820615
"334",0.266229255268178
"335",0.424924585294933
"137",0.130258651489917
"123",0.517827859442519
"043",0.766452287908861
"080",0.136190570237339
"094",0.960295933229141
"241",0.140683039916349
"255",0.195024834450586
"269",0.741757692615357
"296",0.147476225310867
"292",0.098029098566784
"251",0.522458628840715
"279",0.309017779452947
"090",0.301522632194574
"084",0.334532452671523
"053",0.294061743754099
"127",0.179755043199751
"443",0.790225803293428
"331",0.25884675555253
"319",0.139715582031472
"330",0.130005561735246
"442",0.422219963715281
"132",0.109973372752038
"126",0.454860156353615
"085",0.391220173964242
"091",0.12827065070702
"244",0.414391353810747
"287",0.190948938525654
"293",0.506313764979877
"246",0.597551360085374
"252",0.221060492904567
"093",0.493745074089034
"050",0.106249362014739
"078",0.666183088104642
"130",0.18365682596666
"124",0.099726545638293
"332",0.305553958654168
"441",0.369472189993938
"333",0.540220628507504
"119",0.964296540338435
"131",0.181962338949497
"079",0.184445139308734
"051",0.228752849234954
"045",0.131811021099393
"092",0.292852629671111
"086",0.099395871200068
"247",0.477144093242241
"314",0.361799466260239
"412",0.14235926602268
"054",0.454096378197129
"281",0.411216958824273
"250",0.21094251154
"249",0.407271274174772
"010",0.231171242431683
"220",0.589063762857803
"021",0.334259807009477
"020",0.214041011535497
"019",0.422414002137515
"032",0.280250859059151
"230",0.2458791011288
"308",0.338828357660537
"453",0.219014133809241
"282",0.20828946528622
"237",0.157321500604606
"223",0.666666666666674
"243",0.137981153853397
"290",0.195248898972563
"233",0.363146438707795
"400",0.235098472754548
"289",0.196181570231645
"161",0.280880648898801
"231",0.143916913946535
"096",0.26005993150711
"327",0.492898913951592
"284",0.237368922783997
"245",0.288682643025913
"379",0.224218469277517
"129",0.319161442005435
"016",0.23755127590497
"001",0.205787286440372
"026",0.508367346938754
"114",0.162833811405284
"305",0.217600550017833
"217",0.36804308797053
"366",0.386437440306068
"386",0.274666135139706
"280",0.307472712007247
"309",0.387598709417737
"324",0.53271915650053
"278",0.267963411255936
"234",0.194117647058932
"283",0.153262297474948
"380",0.558909090909756
"274",0.317973311092056
"240",0.271490414347355
"061",0.368003625652461
"355",0.462040960452018
