motif, score
"262",0.76947768572846
"048",0.048834065257447
"074",0.179515215352636
"128",0.109570108024209
"100",0.143757881462461
"303",0.424506233638947
"115",0.712012069606691
"075",0.533585015395057
"277",0.086882820195577
"263",0.854897123064435
"288",0.094140723799256
"261",0.99051677448755
"077",0.14359714476886
"063",0.32183530737974
"103",0.271671694413058
"301",0.267980833320194
"116",0.480247202665243
"102",0.288216903330101
"076",0.664976558918981
"089",0.170702179176495
"260",0.063795118177421
"248",0.213543312753564
"264",0.599671898540634
"258",0.332231824907831
"099",0.095912645713459
"072",0.134327911719485
"066",0.159718997210097
"106",0.421805550011318
"112",0.105784680396875
"311",0.676505275011755
"107",0.311767576831502
"067",0.291077497133661
"073",0.180657642205979
"265",0.647723757752915
"271",0.161240477559366
"273",0.069239988751674
"065",0.14875190510946
"105",0.457491100600167
"307",0.701917174845292
"449",0.18449197860999
"448",0.381585856817572
"312",0.244119251763678
"104",0.214564204855266
"110",0.233364086554752
"070",0.112316874259747
"064",0.330457661546821
"272",0.355003605066247
"266",0.173644969550189
"299",0.107116198059194
"229",0.492458322306873
"201",0.097139264277255
"188",0.397339978589585
"163",0.183105724750972
"413",0.516437177452263
"375",0.649426090932053
"361",0.083363956887865
"360",0.174641279781337
"374",0.594399276055648
"189",0.568308301318356
"002",0.605442176870876
"214",0.076790335637739
"200",0.091572008677333
"228",0.100580513568422
"216",0.36248416234257
"202",0.172884141331437
"028",0.601926823120798
"014",0.42762711952378
"148",0.682686790322507
"438",0.139332572732394
"404",0.216828459008872
"362",0.16822866724712
"376",0.511637994750728
"377",0.123534462498672
"411",0.920451730687377
"405",0.149525940628239
"363",0.239324782860125
"175",0.117647058823669
"149",0.140549930009989
"015",0.193252919210695
"029",0.160954325823103
"203",0.176768216133245
"213",0.388265022044142
"207",0.237037751022774
"011",0.514062572549272
"005",0.267225481977415
"165",0.127662501744453
"171",0.126489829738484
"159",0.149615513206296
"398",0.179052448107166
"415",0.377532776814808
"373",0.288362017185379
"429",0.147714907508306
"428",0.144342973110646
"414",0.413559554485486
"372",0.185213863223193
"170",0.108297656596573
"164",0.146666636172914
"038",0.687192890770967
"206",0.149398842062554
"212",0.110126745400433
"204",0.171646714695595
"210",0.068443340073221
"006",0.671301507033063
"012",0.539841023453304
"199",0.181089724219719
"166",0.141929328997291
"416",0.217445530631263
"402",0.123932827338885
"364",0.215983696879986
"359",0.075268882581486
"403",0.338974585002477
"365",0.508639653619991
"417",0.160385223461397
"173",0.245758738580491
"198",0.342366293752139
"013",0.279752732274234
"007",0.651555009213697
"205",0.377835339233825
"208",0.433188149630591
"022",0.505564295772607
"195",0.602894281758084
"181",0.512347474929916
"156",0.136346749225452
"142",0.089368510398682
"397",0.118025763976772
"368",0.412833381572537
"432",0.688522774921618
"340",0.169300880585408
"341",0.21322946941858
"427",0.095167534583919
"433",0.198151058508523
"396",0.20269801257526
"143",0.129971905958861
"180",0.299590524725843
"194",0.175298802509415
"037",0.258303234987572
"023",0.164323923595977
"235",0.468415176527539
"221",0.547240528735305
"209",0.120971117622545
"009",0.919234697931283
"182",0.255029934436006
"196",0.630761278639438
"169",0.473957983187567
"155",0.639476858606562
"394",0.168355041003566
"419",0.209974587038757
"425",0.159610112701055
"343",0.207975866360645
"431",0.156609481037616
"430",0.320433839119968
"424",0.262007234441765
"342",0.176271607288666
"418",0.084231634738281
"154",0.305058684279789
"168",0.2364360802794
"197",0.173320174804158
"183",0.120269001459248
"008",0.131644153204602
"222",0.237498482231525
"236",0.104585266289058
"226",0.240690712752824
"030",0.41326573870088
"024",0.111749601948957
"187",0.169320152057508
"144",0.221419697133583
"150",0.101606672612127
"178",0.126966645689086
"346",0.23827140404268
"420",0.356998715568062
"434",0.496136373766805
"352",0.812630959508498
"409",0.357231319664005
"435",0.232384384034017
"347",0.191286248147959
"421",0.390340260530006
"151",0.132681699439108
"145",0.162343034235089
"186",0.781533379434897
"031",0.468234186404935
"227",0.720364542232745
"225",0.153505162577154
"027",0.38786969113138
"033",0.180806273914877
"190",0.219342906347398
"184",0.595857822081242
"153",0.140633799495121
