motif, score
"262",1.0
"048",0.239820980967923
"074",0.490695893068339
"128",0.336367844468716
"100",1.0
"303",1.0
"115",1.0
"075",1.0
"277",0.314050828350338
"263",1.0
"288",0.447806718475174
"261",1.0
"077",1.0
"063",1.0
"103",1.0
"301",0.737006737246924
"116",0.84210226161356
"102",1.0
"076",0.947508550835337
"089",1.0
"260",0.33168026139246
"248",0.639976343441886
"264",0.809534986248208
"258",1.0
"099",0.280360041316129
"072",0.784370054802554
"066",1.0
"106",1.0
"112",0.643581080718769
"311",0.988000454577813
"107",0.944896058299005
"067",1.0
"073",1.0
"265",0.82430225084226
"271",1.0
"273",0.256913729747297
"065",1.0
"105",0.752084309967985
"307",0.865582194561856
"449",1.0
"448",1.0
"312",1.0
"104",0.660693794047465
"110",1.0
"070",0.332450720498223
"064",1.0
"272",1.0
"266",1.0
"299",1.0
"229",1.0
"201",0.342973907500033
"188",1.0
"163",0.547194916463541
"413",1.0
"375",0.980884290745817
"361",0.30149397780993
"360",0.660500255620949
"374",0.984709540340609
"189",1.0
"002",0.957398250285209
"214",0.300370827531272
"200",0.350066551961575
"228",0.814269828707402
"216",0.991432556285196
"202",0.611209179170568
"028",1.0
"014",1.0
"148",1.0
"438",0.357383177569758
"404",0.685284195481529
"362",0.728570111879878
"376",0.772451536489298
"377",0.439260762057711
"411",1.0
"405",1.0
"363",1.0
"175",0.39519852262279
"149",0.376295031532745
"015",0.786294229566558
"029",0.480709376779991
"203",0.805275825133953
"213",0.885858286325494
"207",1.0
"011",1.0
"005",1.0
"165",0.960815461307577
"171",0.376690946930231
"159",0.519893012370146
"398",1.0
"415",1.0
"373",0.784921348188741
"429",1.0
"428",1.0
"414",1.0
"372",0.430364802603973
"170",0.357142857139738
"164",0.626723098772899
"038",1.0
"206",0.441788940370641
"212",1.0
"204",0.68667160386634
"210",0.3016126250184
"006",1.0
"012",1.0
"199",1.0
"166",0.451068883609917
"416",0.59376884779918
"402",0.378997482552765
"364",0.53073883168569
"359",0.376124270143397
"403",1.0
"365",1.0
"417",1.0
"173",0.747684101914171
"198",0.957630277676764
"013",0.727219470891349
"007",1.0
"205",0.807788426760575
"208",1.0
"022",0.964878160341784
"195",0.894328888959223
"181",1.0
"156",1.0
"142",0.622508358271774
"397",0.418059853691964
"368",1.0
"432",1.0
"340",1.0
"341",0.671285714243976
"427",0.353331708109629
"433",1.0
"396",0.73843491494017
"143",1.0
"180",1.0
"194",0.421299921691579
"037",1.0
"023",0.638045805745177
"235",0.940902693162561
"221",0.815075583729638
"209",0.270335756317622
"009",1.0
"182",0.784737501093767
"196",0.794699690152798
"169",1.0
"155",1.0
"394",1.0
"419",1.0
"425",0.348362763586447
"343",1.0
"431",0.477390732892649
"430",1.0
"424",1.0
"342",1.0
"418",1.0
"154",1.0
"168",1.0
"197",0.725856290057551
"183",0.787341697758982
"008",0.604480484829424
"222",1.0
"236",0.61190044525968
"226",1.0
"030",0.997830415876834
"024",0.383595988058993
"187",1.0
"144",0.597432024169586
"150",0.473329938813751
"178",0.645811240721367
"346",1.0
"420",1.0
"434",1.0
"352",1.0
"409",0.641274583022971
"435",1.0
"347",0.669621273167772
"421",1.0
"151",1.0
"145",0.389387109491002
"186",0.915821113718518
"031",1.0
"227",0.759404597638248
"225",1.0
"027",1.0
"033",0.832855504589471
"190",1.0
"184",1.0
"153",1.0
"147",1.0
"351",1.0
"437",0.384657039699605
"423",1.0
"345",0.945200354906082
"422",1.0
"344",1.0
"350",0.963167998322725
"436",1.0
"393",0.722888616890813
"146",0.819524182187495
"152",1.0
"185",1.0
"191",0.36650485436904
"218",0.997411003236414
"224",1.0
"294",0.430676947338972
"069",1.0
"041",1.0
"055",1.0
"109",1.0
"135",0.799031466877097
"121",1.0
"445",1.0
"323",1.0
"444",0.517837502640284
"322",1.0
"336",0.287423043096664
"120",0.471353409981203
"108",1.0
"040",1.0
"068",1.0
"097",0.339047910607494
"083",1.0
"256",1.0
"242",0.555654534829778
"295",0.632405050391543
"297",1.0
"254",0.449493074850904
"095",0.754737522668425
"081",0.383958523940456
"056",0.906643918214118
"042",0.801731757040345
"320",0.768924970724609
"446",0.516327928751339
"334",0.96378861303148
"335",1.0
"137",1.0
"123",1.0
"043",1.0
"080",0.759615373421763
"094",1.0
"241",0.486172678376549
"255",0.445066338268407
"269",1.0
"296",0.47325372157706
"292",0.439092492601381
"251",0.924134419552007
"279",1.0
"090",1.0
"084",1.0
"053",0.619504209165897
"127",0.381484149833916
"443",0.8936850970504
"331",0.680058748333202
"319",0.631697376962675
"330",1.0
"442",1.0
"132",0.762506062502148
"126",1.0
"085",0.795343413639816
"091",0.526910472132446
"244",0.793230944254889
"287",1.0
"293",1.0
"246",1.0
"252",0.455833818676177
"093",0.853279933439768
"050",0.524009142970078
"078",0.72537610813094
"130",1.0
"124",0.546956555934493
"332",0.674672855161743
"441",1.0
"333",1.0
"119",0.967808356042848
"131",0.615659068385088
"079",0.431996513538498
"051",0.44632535094915
"045",0.382146652496722
"092",0.835289206724032
"086",0.285421794276288
"247",1.0
"314",1.0
"412",0.375228270143183
"054",1.0
"281",1.0
"250",0.641708477690351
"249",1.0
"010",1.0
"220",0.986336763212333
"021",1.0
"020",0.464730148802505
"019",1.0
"032",0.778195540019045
"230",1.0
"308",1.0
"453",0.677143226472738
"282",1.0
"237",0.507735583685
"223",1.0
"243",0.588941809897331
"290",1.0
"233",0.766277128546528
"400",0.519929314745182
"289",0.454704850963469
"161",1.0
"231",0.422829581993852
"096",1.0
"327",0.72252658717133
"284",1.0
"245",1.0
"379",1.0
"129",0.978127734033072
"016",0.518081971603131
"001",0.645600653773961
"026",1.0
"114",0.454024982651475
"305",1.0
"217",1.0
"366",0.801395939083702
"386",0.617054610564048
"280",1.0
"309",0.705287356322465
"324",0.779599868811667
"278",0.577356970184511
"234",0.436416184970963
"283",0.396491987872453
"380",1.0
"274",0.50045808520437
"240",1.0
"061",1.0
"355",1.0
"111",0.96052179882999
"391",0.244525018129462
"118",0.599479843953273
"369",1.0
"088",0.956258992808289
"392",1.0
"046",0.526163909195096
"044",0.76373973468117
"328",0.399434571890514
"174",1.0
"439",0.996275605214208
"321",0.56177884615235
"325",0.578079096045283
"113",0.850855130783457
"087",1.0
"450",1.0
"339",1.0
"267",0.970288858320031
"177",1.0
"407",1.0
"162",1.0
"426",0.859241544243832
"353",0.844613649182126
"192",0.443407707911323
"387",0.700488003252844
"158",1.0
"316",1.0
"139",1.0
"138",0.556270723619129
"140",0.856273935571184
"036",1.0
"239",0.646290801186362
"285",0.789077669902129
"291",1.0
"141",1.0
"172",1.0
"270",1.0
"447",1.0
"003",1.0
"018",0.74307304785777
"133",0.486803519062626
"395",1.0
"318",1.0
"302",0.388486728713735
"062",1.0
"408",1.0
"367",1.0
"388",0.774607972794022
"176",1.0
"082",1.0
"304",1.0
"167",1.0
"134",0.500929176129784
"136",0.934312638581197
"357",1.0
"049",1.0
"349",0.642378559462493
"179",0.557273768614018
"253",0.735073662445685
"259",1.0
"370",1.0
"098",1.0
"039",1.0
"122",1.0
"313",1.0
"160",1.0
"326",0.897179935113317
"315",0.915380217268772
"399",1.0
"310",1.0
"058",0.5625
"057",0.666666666666674
"306",1.0
"317",1.0
"215",1.0
"337",0.393008279669187
"157",1.0
"035",1.0
"356",1.0
"338",1.0
"371",1.0
"378",1.0
"286",0.987912087914669
"410",0.91600454029726
"451",1.0
"401",1.0
"004",1.0
"358",1.0
"275",0.913821677163666
"276",0.800330943186539
"383",1.0
"389",1.0
"381",1.0
"059",1.0
"382",1.0
"117",1.0
"348",1.0
"025",0.444883835887085
"257",0.398877389931636
"071",1.0
"034",1.0
"298",1.0
"354",0.947055912913657
"047",0.410103092783999
"219",1.0
"125",1.0
"211",1.0
"390",1.0
"232",1.0
"238",1.0
"300",1.0
"193",1.0
"060",1.0
"452",1.0
"268",1.0
"406",1.0
"101",1.0
"385",1.0
"052",1.0
"440",1.0
"329",1.0
"384",1.0
"017",0.771952817824048
