motif, score
"262",0.76947768572846
"048",0.162488340677372
"074",0.357744399349717
"128",0.314278009977394
"100",0.244310863031668
"303",0.775064910696935
"115",0.722410235703445
"075",0.597992956987388
"277",0.245278654152446
"263",0.854897123064435
"288",0.210226244248386
"261",0.99051677448755
"077",0.628137000488819
"063",0.589399631638563
"103",0.48846213400866
"301",0.391000962464876
"116",0.84210226161356
"102",0.371061488658404
"076",0.928273670490757
"089",0.713836477987151
"260",0.170899300807393
"248",0.268397893903199
"264",0.740760941438516
"258",0.88052872390903
"099",0.219762258543596
"072",0.303801614430276
"066",0.309789791415452
"106",0.53642352492479
"112",0.371621620981486
"311",0.988000454577813
"107",0.643675302238998
"067",0.492480259979462
"073",0.426958536207799
"265",0.82430225084226
"271",0.26456684374685
"273",0.142430077357824
"065",0.34491730841353
"105",0.752084309967985
"307",0.865582194561856
"449",1.0
"448",1.0
"312",0.609173067437407
"104",0.409710679632783
"110",1.0
"070",0.220436474018227
"064",0.521614378112635
"272",1.0
"266",0.424089913644484
"299",0.390133854715333
"229",0.756020111139846
"201",0.158215613285555
"188",1.0
"163",0.35684874101099
"413",0.516648257159112
"375",0.662082262973414
"361",0.229993963435253
"360",0.274936557957717
"374",0.984709540340609
"189",0.628362319091506
"002",0.931913275009634
"214",0.208193536257356
"200",0.238324837411876
"228",0.171134237492101
"216",0.991432556285196
"202",0.343912760417089
"028",0.790277294632404
"014",0.727608295532039
"148",1.0
"438",0.256817198095725
"404",0.423341566600433
"362",0.350490470724381
"376",0.741722011180534
"377",0.42494792556444
"411",0.924121655072165
"405",1.0
"363",0.330029429464852
"175",0.19398395721979
"149",0.201374260415633
"015",0.317177964307138
"029",0.277954051417742
"203",0.66623329450889
"213",0.516750666783994
"207",0.442912154916399
"011",1.0
"005",0.665944324053055
"165",0.432883230561454
"171",0.25623463294672
"159",0.268570485308676
"398",0.489632870458174
"415",0.599225172902331
"373",0.461160076354697
"429",0.210826985853956
"428",0.180931140228827
"414",0.675102238307678
"372",0.292920521319818
"170",0.277282086474623
"164",0.399081835542662
"038",0.986392012440929
"206",0.404398258499528
"212",0.269394369050067
"204",0.391061466995362
"210",0.150696014857624
"006",0.995736798723802
"012",1.0
"199",0.342243586507082
"166",0.288171597262664
"416",0.371809314219656
"402",0.199914033861175
"364",0.40694911317148
"359",0.1547840764564
"403",0.469103661323548
"365",0.578918359134482
"417",0.30680494663831
"173",0.616794721061467
"198",0.957630277676764
"013",0.464993895815111
"007",1.0
"205",0.549660743410477
"208",0.711195041567694
"022",0.957961541389012
"195",0.894328888959223
"181",0.670944815063589
"156",0.284680851064156
"142",0.286265285208798
"397",0.282317861941515
"368",1.0
"432",0.712949326442146
"340",0.372402235326315
"341",0.43122913924089
"427",0.17003913648669
"433",0.365744691099146
"396",0.336488888989118
"143",0.273161413562705
"180",1.0
"194",0.416090280305691
"037",0.727177291858182
"023",0.501963571910126
"235",0.589120393185871
"221",0.701659489130156
"209",0.21521200641115
"009",0.919234697931283
"182",0.514297581002438
"196",0.794699690152798
"169",0.692717283565484
"155",0.953806903245441
"394",0.240861214374907
"419",0.235947377413753
"425",0.229445506691936
"343",0.359753335891943
"431",0.452080055558663
"430",0.671652941363378
"424",0.276689925867088
"342",1.0
"418",0.773898781071913
"154",1.0
"168",0.438767061097575
"197",0.725856290057551
"183",0.273358712459673
"008",0.25716674681341
"222",0.629542097562997
"236",0.173844704159188
"226",0.423010134045596
"030",0.831851805506816
"024",0.247671919184988
"187",0.961324505499147
"144",0.370619063217025
"150",0.247064405079871
"178",0.235418875929132
"346",0.632866381125576
"420",0.467696874449182
"434",1.0
"352",1.0
"409",0.443614637789903
"435",0.579222340938083
"347",0.419554123018016
"421",0.556235833990508
"151",1.0
"145",0.298696362794357
"186",0.915821113718518
"031",0.518767618862087
"227",0.723617880183204
"225",1.0
"027",1.0
"033",0.451834862386128
"190",0.80107536497133
"184",1.0
"153",1.0
"147",0.387703964355573
"351",0.778199104694967
"437",0.363848396489876
"423",1.0
"345",0.945200354906082
"422",0.635338323246407
"344",1.0
"350",0.926335996645441
"436",0.273713617315233
"393",0.401466340813722
"146",0.749495162395795
"152",0.389660773899568
"185",0.814982938350078
"191",0.247386109036485
"218",0.985113268606143
"224",0.599622104335537
"294",0.263171979218752
"069",0.416702538498921
"041",1.0
"055",0.942152676135722
"109",0.798050677022804
"135",0.183426402086935
"121",1.0
"445",0.423756441460563
"323",0.65446810291958
"444",0.384323724140629
"322",0.284775671109537
"336",0.206194436478888
"120",0.280243174447705
"108",0.646884533937008
"040",0.559717826944536
"068",1.0
"097",0.243372058385763
"083",0.402992559179283
"256",0.225944875392048
"242",0.389702489530099
"295",0.506329096598719
"297",0.244060844300553
"254",0.434719318313955
