gene_name	Degree	log2FC	padj	pct	pct.dif	Degree_norm_0_100	pct.dif_norm_100	pct_norm_100	padj_log	padj_log_norm_100	log2FC_abs	log2FC_abs_norm_100	score_norm	TF
PAX6A	1	0.457281957340835	3.46436582928254e-58	0.768	1.91770573566085	0	5.38102210943777	95.5704697986577	15.653559774527	100	0.457281957340835	0	25.1189364885119	YES
PAX6B	1	2.14607628937002	3.01194075266857e-270	0.742	3.69651741293532	0	11.5688789420619	92.0805369127517	15.653559774527	100	2.14607628937002	33.8392709233464	29.68608584727	YES
pcca	10	0.720730178596129	3.08737711250713e-16	0.393	1.56972111553785	42.8571428571429	4.17050666433146	45.2348993288591	15.2750835547511	97.2048744150704	0.720730178596129	5.27885223455235	40.4147130089231	NO
polr1e	2	1.04473990008182	8.60568907364534e-13	0.177	2.02272727272727	4.76190476190476	5.74635490099267	16.241610738255	12.0651023066526	73.4984954013046	1.04473990008182	11.7712074842163	15.7881609465485	NO
raph1b	10	0.626541237404741	7.79382342387193e-16	0.408	1.59143968871595	42.8571428571429	4.24605790067193	47.248322147651	14.9993807263867	95.1687516968317	0.626541237404741	3.39153828606887	40.1854051824744	NO
RORB	1	4.4324727641356	0	0.63	16.6052631578947	0	56.4738408214128	77.0469798657718	15.653559774527	100	4.4324727641356	79.653014065658	39.1467293441053	YES
RREB1B	4	0.875484175365621	1.96302703532705e-15	0.278	1.77707006369427	14.2857142857143	4.89180033581951	29.7986577181208	14.6605343195832	92.6663005214875	0.875484175365621	8.37974043854179	24.1099195196033	YES
RXRAA	7	1.28249288762488	2.06943898613807e-149	0.552	3.43478260869565	28.5714285714286	10.6583961082458	66.5771812080537	15.653559774527	100	1.28249288762488	16.5351906441062	38.507060280765	YES
SI:CH211-117K10.3	3	1.04429109324161	1.58180276992243e-09	0.139	2.02898550724638	9.52380952380952	5.76812508595602	11.1409395973154	8.80084760732978	49.3912956644056	1.04429109324161	11.7622145026731	14.5197266181985	YES
SIX3A	4	1.48060409650503	1.86019017567034e-27	0.141	3.15555555555556	14.2857142857143	9.68706392581164	11.4093959731544	15.6535597745234	99.9999999999731	1.48060409650503	20.5048503848467	24.8430209283304	YES
SIX3B	4	2.53387409620869	3.1352958394555e-110	0.255	5.56521739130435	14.2857142857143	18.0694253894479	26.7114093959732	15.653559774527	100	2.53387409620869	41.6097819916336	30.441684239989	YES
smad1	4	2.80092704563687	0	0.801	4.03015075376884	14.2857142857143	12.7294713611712	100	15.653559774527	100	2.80092704563687	46.9608640832703	39.6041490734123	NO
SMAD5	2	0.879721901755588	4.61957520569708e-14	0.261	1.79452054794521	4.76190476190476	4.95250439999016	27.5167785234899	13.3333154782767	82.8645133911545	0.879721901755588	8.46465401782696	17.8557586725101	YES
SP4	4	1.03410881205695	2.782619929634e-18	0.248	1.9453125	14.2857142857143	5.47705628074723	25.7718120805369	15.6481511001837	99.960055815273	1.03410881205695	11.5581867148658	24.988746004285	YES
SREBF1	10	0.728881894162977	0.000462915719676512	0.127	1.75342465753425	42.8571428571429	4.80954632886829	9.53020134228188	3.3344980712091	9.02116764519633	0.728881894162977	5.44219249826888	25.0289599053984	YES
STAT1A	2	1.01987874489361	0.000878624070737153	0.07	2.08823529411765	4.76190476190476	5.97423414359649	1.87919463087248	3.05619690299965	6.96585564689264	1.01987874489361	11.2730512848937	5.64249434423429	YES
TCF7L1B	7	0.605116181591765	9.0662327557461e-28	0.615	1.54385964912281	28.5714285714286	4.08054376735791	75.0335570469799	15.6535597745252	99.9999999999869	0.605116181591765	2.96223303885622	37.0452560173619	YES
THRAA	6	1.06317173985279	2.48873896886127e-14	0.161	2.18918918918919	23.8095238095238	6.3254170469804	14.0939597315436	13.6001630716743	84.8352383577695	1.06317173985279	12.1405360683998	26.5791558053486	YES
THRAB	6	0.941033702662712	1.0191697726158e-35	0.426	1.94977168949772	23.8095238095238	5.49256822422835	49.6644295302013	15.653559774527	100	0.941033702662712	9.69319120695971	32.5110355249356	YES
THRB	7	0.602352332344008	4.85005654785946e-06	0.261	1.52325581395349	28.5714285714286	4.00887031037561	27.5167785234899	5.31425319781493	23.6420709335145	0.602352332344008	2.90685232036828	21.5450357966828	YES
tma16	2	0.690802836904753	0.00770939615931677	0.09	1.85714285714286	4.76190476190476	5.17034527027111	4.56375838926174	2.1129796368578	0	0.690802836904753	4.67918215969297	4.18261310835561	NO
ttyh3b	5	1.11525026097355	3.38691484202969e-51	0.505	1.89513108614232	19.047619047619	5.30249288621985	60.2684563758389	15.653559774527	100	1.11525026097355	13.1840611158667	31.8681858210502	NO
VSX1	2	4.01775358408636	9.6033423949171e-57	0.068	17.25	4.76190476190476	58.7166523144083	1.61073825503356	15.653559774527	100	4.01775358408636	71.3430651129445	31.3397593412507	YES
VSX2	2	5.4479164655567	0	0.494	29.1176470588235	4.76190476190476	100	58.7919463087248	15.653559774527	100	5.4479164655567	100	47.229945669543	YES
zcchc7	2	0.74907484311521	2.52728528771548e-31	0.518	1.6741935483871	4.76190476190476	4.53392931647955	62.013422818792	15.653559774527	100	0.74907484311521	5.84680936450083	23.9302225684239	NO
zic2b	10	0.656873915842075	1.18896342897727e-23	0.365	1.89637305699482	42.8571428571429	5.30681326365145	41.4765100671141	15.6535597512722	99.9999998282585	0.656873915842075	3.9993303090551	40.2764031120813	NO
ZIC2B	3	0.656873915842075	1.18896342897727e-23	0.365	1.89637305699482	9.52380952380952	5.30681326365145	41.4765100671141	15.6535597512722	99.9999998282585	0.656873915842075	3.9993303090551	23.6097364454146	YES
